symbol,market_group,timeframe,swing_direction,fib_ratio,fib_label,fib_price,distance_pct,is_nearest,source_method
AUDJPY.r,Forex Majors,H1,bearish,0.618,Fib 61.8,113.47322,0.3380,False,confirmed_pivots_recent_swing
AUDJPY.r,Forex Majors,H1,bearish,0.786,Fib 78.6,113.80385,0.6303,False,confirmed_pivots_recent_swing
AUDJPY.r,Forex Majors,H1,bearish,1.272,Fib ext 1.272,111.7217,1.2108,False,confirmed_pivots_recent_swing
AUDJPY.r,Forex Majors,H1,bearish,1.618,Fib ext 1.618,111.04078,1.8129,False,confirmed_pivots_recent_swing
AUDJPY.r,Forex Majors,H4,bullish,0.0,Fib 0,114.579,1.5951,False,confirmed_pivots_recent_swing
AUDJPY.r,Forex Majors,H4,bullish,1.0,Fib 100,113.269,0.4336,False,confirmed_pivots_recent_swing
AUDJPY.r,Forex Majors,H4,bullish,0.236,Fib 23.6,114.26984,1.3210,False,confirmed_pivots_recent_swing
AUDJPY.r,Forex Majors,H4,bullish,0.382,Fib 38.2,114.07858,1.1514,False,confirmed_pivots_recent_swing
AUDJPY.r,Forex Majors,H4,bullish,0.5,Fib 50,113.924,1.0144,False,confirmed_pivots_recent_swing
AUDJPY.r,Forex Majors,H4,bullish,0.618,Fib 61.8,113.76942,0.8773,False,confirmed_pivots_recent_swing
AUDJPY.r,Forex Majors,H4,bullish,0.786,Fib 78.6,113.54934,0.6822,True,confirmed_pivots_recent_swing
AUDJPY.r,Forex Majors,H4,bullish,1.272,Fib ext 1.272,114.93532,1.9111,False,confirmed_pivots_recent_swing
AUDJPY.r,Forex Majors,H4,bullish,1.618,Fib ext 1.618,115.38858,2.3130,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H1,bearish,0.0,Fib 0,1.20801,0.4335,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H1,bearish,1.0,Fib 100,1.22842,1.2487,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H1,bearish,0.236,Fib 23.6,1.2128268,0.0365,True,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H1,bearish,0.382,Fib 38.2,1.2158066,0.2091,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H1,bearish,0.5,Fib 50,1.218215,0.4076,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H1,bearish,0.618,Fib 61.8,1.2206234,0.6061,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H1,bearish,0.786,Fib 78.6,1.2240523,0.8887,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H1,bearish,1.272,Fib ext 1.272,1.2024585,0.8911,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H1,bearish,1.618,Fib ext 1.618,1.1953966,1.4732,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H4,bullish,0.0,Fib 0,1.21664,0.1680,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H4,bullish,1.0,Fib 100,1.19712,1.4392,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H4,bullish,0.236,Fib 23.6,1.2120333,0.2113,True,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H4,bullish,0.382,Fib 38.2,1.2091834,0.4460,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H4,bullish,0.5,Fib 50,1.20688,0.6356,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H4,bullish,0.618,Fib 61.8,1.2045766,0.8252,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H4,bullish,0.786,Fib 78.6,1.2012973,1.0952,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H4,bullish,1.272,Fib ext 1.272,1.2219494,0.6051,False,confirmed_pivots_recent_swing
AUDNZD.r,Forex Majors,H4,bullish,1.618,Fib ext 1.618,1.2287034,1.1612,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H1,bearish,0.0,Fib 0,0.70058,0.9011,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H1,bearish,1.0,Fib 100,0.71438,1.0510,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H1,bearish,0.236,Fib 23.6,0.7038368,0.4404,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H1,bearish,0.382,Fib 38.2,0.7058516,0.1554,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H1,bearish,0.5,Fib 50,0.70748,0.0750,True,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H1,bearish,0.618,Fib 61.8,0.7091084,0.3053,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H1,bearish,0.786,Fib 78.6,0.7114268,0.6333,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H1,bearish,1.272,Fib ext 1.272,0.6968264,1.4320,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H1,bearish,1.618,Fib ext 1.618,0.6920516,2.1074,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H4,bearish,0.0,Fib 0,0.70058,0.5959,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H4,bearish,1.0,Fib 100,0.71487,1.4317,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H4,bearish,0.236,Fib 23.6,0.70395244,0.1174,True,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H4,bearish,0.382,Fib 38.2,0.70603878,0.1786,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H4,bearish,0.5,Fib 50,0.707725,0.4179,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H4,bearish,0.618,Fib 61.8,0.70941122,0.6571,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H4,bearish,0.786,Fib 78.6,0.71181194,0.9977,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H4,bearish,1.272,Fib ext 1.272,0.69669312,1.1474,False,confirmed_pivots_recent_swing
AUDUSD.r,Forex Majors,H4,bearish,1.618,Fib ext 1.618,0.69174878,1.8490,False,confirmed_pivots_recent_swing
AUS200,Index,H1,bearish,0.0,Fib 0,8563.45,0.0187,False,confirmed_pivots_recent_swing
AUS200,Index,H1,bearish,1.0,Fib 100,8741.45,2.0977,False,confirmed_pivots_recent_swing
AUS200,Index,H1,bearish,0.236,Fib 23.6,8605.458,0.5093,True,confirmed_pivots_recent_swing
AUS200,Index,H1,bearish,0.382,Fib 38.2,8631.446,0.8129,False,confirmed_pivots_recent_swing
AUS200,Index,H1,bearish,0.5,Fib 50,8652.45,1.0582,False,confirmed_pivots_recent_swing
AUS200,Index,H1,bearish,0.618,Fib 61.8,8673.454,1.3035,False,confirmed_pivots_recent_swing
AUS200,Index,H1,bearish,0.786,Fib 78.6,8703.358,1.6528,False,confirmed_pivots_recent_swing
AUS200,Index,H1,bearish,1.272,Fib ext 1.272,8515.034,0.5468,False,confirmed_pivots_recent_swing
AUS200,Index,H1,bearish,1.618,Fib ext 1.618,8453.446,1.2661,False,confirmed_pivots_recent_swing
AUS200,Index,H4,bullish,0.0,Fib 0,8914.15,4.6895,False,confirmed_pivots_recent_swing
AUS200,Index,H4,bullish,1.0,Fib 100,8602.25,1.0264,False,confirmed_pivots_recent_swing
AUS200,Index,H4,bullish,0.236,Fib 23.6,8840.5416,3.8250,False,confirmed_pivots_recent_swing
AUS200,Index,H4,bullish,0.382,Fib 38.2,8795.0042,3.2902,False,confirmed_pivots_recent_swing
AUS200,Index,H4,bullish,0.5,Fib 50,8758.2,2.8579,False,confirmed_pivots_recent_swing
AUS200,Index,H4,bullish,0.618,Fib 61.8,8721.3958,2.4257,False,confirmed_pivots_recent_swing
AUS200,Index,H4,bullish,0.786,Fib 78.6,8668.9966,1.8103,True,confirmed_pivots_recent_swing
AUS200,Index,H4,bullish,1.272,Fib ext 1.272,8998.9868,5.6858,False,confirmed_pivots_recent_swing
AUS200,Index,H4,bullish,1.618,Fib ext 1.618,9106.9042,6.9532,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H1,bullish,0.0,Fib 0,0.5714,0.0157,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H1,bullish,1.0,Fib 100,0.56687,0.8084,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H1,bullish,0.236,Fib 23.6,0.57033092,0.2028,True,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H1,bullish,0.382,Fib 38.2,0.56966954,0.3185,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H1,bullish,0.5,Fib 50,0.569135,0.4121,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H1,bullish,0.618,Fib 61.8,0.56860046,0.5056,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H1,bullish,0.786,Fib 78.6,0.56783942,0.6388,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H1,bullish,1.272,Fib ext 1.272,0.57263216,0.1999,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H1,bullish,1.618,Fib ext 1.618,0.57419954,0.4741,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H4,bearish,0.0,Fib 0,0.56547,1.1572,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H4,bearish,1.0,Fib 100,0.57458,0.4352,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H4,bearish,0.236,Fib 23.6,0.56761996,0.7814,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H4,bearish,0.382,Fib 38.2,0.56895002,0.5489,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H4,bearish,0.5,Fib 50,0.570025,0.3610,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H4,bearish,0.618,Fib 61.8,0.57109998,0.1731,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H4,bearish,0.786,Fib 78.6,0.57263046,0.0945,True,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H4,bearish,1.272,Fib ext 1.272,0.56299208,1.5903,False,confirmed_pivots_recent_swing
CADCHF.r,Forex Majors,H4,bearish,1.618,Fib ext 1.618,0.55984002,2.1413,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H1,bullish,0.0,Fib 0,115.348,0.5036,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H1,bullish,1.0,Fib 100,114.64,0.1133,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H1,bullish,0.236,Fib 23.6,115.18091,0.3580,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H1,bullish,0.382,Fib 38.2,115.07754,0.2680,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H1,bullish,0.5,Fib 50,114.994,0.1952,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H1,bullish,0.618,Fib 61.8,114.91046,0.1224,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H1,bullish,0.786,Fib 78.6,114.79151,0.0187,True,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H1,bullish,1.272,Fib ext 1.272,115.54058,0.6714,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H1,bullish,1.618,Fib ext 1.618,115.78554,0.8849,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H4,bearish,0.0,Fib 0,114.515,0.1656,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H4,bearish,1.0,Fib 100,115.646,0.8204,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H4,bearish,0.236,Fib 23.6,114.78192,0.0671,True,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H4,bearish,0.382,Fib 38.2,114.94704,0.2110,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H4,bearish,0.5,Fib 50,115.0805,0.3274,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H4,bearish,0.618,Fib 61.8,115.21396,0.4437,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H4,bearish,0.786,Fib 78.6,115.40397,0.6094,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H4,bearish,1.272,Fib ext 1.272,114.20737,0.4338,False,confirmed_pivots_recent_swing
CADJPY.r,Forex Majors,H4,bearish,1.618,Fib ext 1.618,113.81604,0.7750,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H1,bearish,0.0,Fib 0,200.814,0.0030,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H1,bearish,1.0,Fib 100,203.129,1.1498,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H1,bearish,0.236,Fib 23.6,201.36034,0.2691,True,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H1,bearish,0.382,Fib 38.2,201.69833,0.4374,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H1,bearish,0.5,Fib 50,201.9715,0.5734,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H1,bearish,0.618,Fib 61.8,202.24467,0.7094,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H1,bearish,0.786,Fib 78.6,202.63359,0.9031,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H1,bearish,1.272,Fib ext 1.272,200.18432,0.3165,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H1,bearish,1.618,Fib ext 1.618,199.38333,0.7154,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H4,bullish,0.0,Fib 0,204.201,1.8479,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H4,bullish,1.0,Fib 100,201.841,0.6708,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H4,bullish,0.236,Fib 23.6,203.64404,1.5701,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H4,bullish,0.382,Fib 38.2,203.29948,1.3983,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H4,bullish,0.5,Fib 50,203.021,1.2594,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H4,bullish,0.618,Fib 61.8,202.74252,1.1205,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H4,bullish,0.786,Fib 78.6,202.34604,0.9227,True,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H4,bullish,1.272,Fib ext 1.272,204.84292,2.1681,False,confirmed_pivots_recent_swing
CHFJPY.r,Forex Majors,H4,bullish,1.618,Fib ext 1.618,205.65948,2.5754,False,confirmed_pivots_recent_swing
CHINA50,Index,H1,bearish,0.0,Fib 0,15317,0.3637,False,confirmed_pivots_recent_swing
CHINA50,Index,H1,bearish,1.0,Fib 100,15872,4.0003,False,confirmed_pivots_recent_swing
CHINA50,Index,H1,bearish,0.236,Fib 23.6,15447.98,1.2219,True,confirmed_pivots_recent_swing
CHINA50,Index,H1,bearish,0.382,Fib 38.2,15529.01,1.7528,False,confirmed_pivots_recent_swing
CHINA50,Index,H1,bearish,0.5,Fib 50,15594.5,2.1820,False,confirmed_pivots_recent_swing
CHINA50,Index,H1,bearish,0.618,Fib 61.8,15659.99,2.6111,False,confirmed_pivots_recent_swing
CHINA50,Index,H1,bearish,0.786,Fib 78.6,15753.23,3.2220,False,confirmed_pivots_recent_swing
CHINA50,Index,H1,bearish,1.272,Fib ext 1.272,15166.04,0.6255,False,confirmed_pivots_recent_swing
CHINA50,Index,H1,bearish,1.618,Fib ext 1.618,14974.01,1.8838,False,confirmed_pivots_recent_swing
CHINA50,Index,H4,bullish,0.0,Fib 0,15829.5,3.8170,False,confirmed_pivots_recent_swing
CHINA50,Index,H4,bullish,1.0,Fib 100,15242.5,0.0328,False,confirmed_pivots_recent_swing
CHINA50,Index,H4,bullish,0.236,Fib 23.6,15690.968,2.9085,False,confirmed_pivots_recent_swing
CHINA50,Index,H4,bullish,0.382,Fib 38.2,15605.266,2.3464,False,confirmed_pivots_recent_swing
CHINA50,Index,H4,bullish,0.5,Fib 50,15536,1.8921,False,confirmed_pivots_recent_swing
CHINA50,Index,H4,bullish,0.618,Fib 61.8,15466.734,1.4378,False,confirmed_pivots_recent_swing
CHINA50,Index,H4,bullish,0.786,Fib 78.6,15368.118,0.7911,True,confirmed_pivots_recent_swing
CHINA50,Index,H4,bullish,1.272,Fib ext 1.272,15989.164,4.8642,False,confirmed_pivots_recent_swing
CHINA50,Index,H4,bullish,1.618,Fib ext 1.618,16192.266,6.1962,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H1,bullish,0.0,Fib 0,1.63328,0.0907,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H1,bullish,1.0,Fib 100,1.61879,0.7973,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H1,bullish,0.236,Fib 23.6,1.6298604,0.1189,True,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H1,bullish,0.382,Fib 38.2,1.6277448,0.2485,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H1,bullish,0.5,Fib 50,1.626035,0.3533,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H1,bullish,0.618,Fib 61.8,1.6243252,0.4581,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H1,bullish,0.786,Fib 78.6,1.6218909,0.6073,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H1,bullish,1.272,Fib ext 1.272,1.6372213,0.3322,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H1,bullish,1.618,Fib ext 1.618,1.6422348,0.6395,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H4,bearish,0.0,Fib 0,1.60595,1.6480,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H4,bearish,1.0,Fib 100,1.62943,0.2101,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H4,bearish,0.236,Fib 23.6,1.6114913,1.3087,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H4,bearish,0.382,Fib 38.2,1.6149194,1.0987,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H4,bearish,0.5,Fib 50,1.61769,0.9290,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H4,bearish,0.618,Fib 61.8,1.6204606,0.7594,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H4,bearish,0.786,Fib 78.6,1.6244053,0.5178,True,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H4,bearish,1.272,Fib ext 1.272,1.5995634,2.0392,False,confirmed_pivots_recent_swing
EURAUD.r,Forex Majors,H4,bearish,1.618,Fib ext 1.618,1.5914394,2.5367,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H1,bullish,0.0,Fib 0,1.61772,0.6101,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H1,bullish,1.0,Fib 100,1.61018,0.1412,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H1,bullish,0.236,Fib 23.6,1.6159406,0.4994,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H1,bullish,0.382,Fib 38.2,1.6148397,0.4310,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H1,bullish,0.5,Fib 50,1.61395,0.3756,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H1,bullish,0.618,Fib 61.8,1.6130603,0.3203,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H1,bullish,0.786,Fib 78.6,1.6117936,0.2415,True,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H1,bullish,1.272,Fib ext 1.272,1.6197709,0.7377,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H1,bullish,1.618,Fib ext 1.618,1.6223797,0.8999,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H4,bullish,0.0,Fib 0,1.60571,0.0174,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H4,bullish,1.0,Fib 100,1.58742,1.1218,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H4,bullish,0.236,Fib 23.6,1.6013936,0.2514,True,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H4,bullish,0.382,Fib 38.2,1.5987232,0.4178,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H4,bullish,0.5,Fib 50,1.596565,0.5522,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H4,bullish,0.618,Fib 61.8,1.5944068,0.6866,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H4,bullish,0.786,Fib 78.6,1.5913341,0.8780,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H4,bullish,1.272,Fib ext 1.272,1.6106849,0.3273,False,confirmed_pivots_recent_swing
EURCAD.r,Forex Majors,H4,bullish,1.618,Fib ext 1.618,1.6170132,0.7215,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H1,bullish,0.0,Fib 0,0.91903,0.0131,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H1,bullish,1.0,Fib 100,0.91397,0.5376,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H1,bullish,0.236,Fib 23.6,0.91783584,0.1169,True,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H1,bullish,0.382,Fib 38.2,0.91709708,0.1973,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H1,bullish,0.5,Fib 50,0.9165,0.2623,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H1,bullish,0.618,Fib 61.8,0.91590292,0.3272,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H1,bullish,0.786,Fib 78.6,0.91505284,0.4198,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H1,bullish,1.272,Fib ext 1.272,0.92040632,0.1628,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H1,bullish,1.618,Fib ext 1.618,0.92215708,0.3534,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H4,bearish,0.0,Fib 0,0.90829,1.1105,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H4,bearish,1.0,Fib 100,0.91695,0.1677,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H4,bearish,0.236,Fib 23.6,0.91033376,0.8880,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H4,bearish,0.382,Fib 38.2,0.91159812,0.7503,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H4,bearish,0.5,Fib 50,0.91262,0.6391,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H4,bearish,0.618,Fib 61.8,0.91364188,0.5278,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H4,bearish,0.786,Fib 78.6,0.91509676,0.3694,True,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H4,bearish,1.272,Fib ext 1.272,0.90593448,1.3670,False,confirmed_pivots_recent_swing
EURCHF.r,Forex Majors,H4,bearish,1.618,Fib ext 1.618,0.90293812,1.6932,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H1,bearish,0.0,Fib 0,0.862,0.1749,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H1,bearish,1.0,Fib 100,0.86609,0.2988,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H1,bearish,0.236,Fib 23.6,0.86296524,0.0631,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H1,bearish,0.382,Fib 38.2,0.86356238,0.0061,True,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H1,bearish,0.5,Fib 50,0.864045,0.0620,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H1,bearish,0.618,Fib 61.8,0.86452762,0.1178,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H1,bearish,0.786,Fib 78.6,0.86521474,0.1974,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H1,bearish,1.272,Fib ext 1.272,0.86088752,0.3037,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H1,bearish,1.618,Fib ext 1.618,0.85947238,0.4676,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H4,bearish,0.0,Fib 0,0.862,0.2153,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H4,bearish,1.0,Fib 100,0.86815,0.4966,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H4,bearish,0.236,Fib 23.6,0.8634514,0.0473,True,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H4,bearish,0.382,Fib 38.2,0.8643493,0.0566,False,confirmed_pivots_recent_swing
