candidate_id,source_scope,symbol,timeframe,swing_degree,review_category,start_time,end_time,visible_window_range,count_window_range,count_move_abs,prominence_vs_window,move_prominence_vs_window,count_bars,visible_window_bars,duration_vs_window,relative_structure_size,scale_fit_label,scale_notes,chart_path
impulse_aux252b_forex_audjpy_h1_minor_impulse_007,h1_h4,AUDJPY.r,H1,minor,impulse,2026-01-15 11:00:00,2026-01-19 01:00:00,8.74600000000001,1.1159999999999997,0.6869999999999976,0.127601,0.07855,39,1100,0.035455,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.128; duration=0.035; degree=minor; category=impulse,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\001_impulse_aux252b_forex_audjpy_h1_minor_impulse_007.png
impulse_aux252b_metals_xagusd_h1_minor_impulse_005,h1_h4,XAGUSD.r,H1,minor,impulse,2026-01-13 01:00:00,2026-01-15 01:00:00,57.56700000000001,10.372,7.853999999999999,0.180173,0.136432,47,1100,0.042727,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.180; duration=0.043; degree=minor; category=impulse,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\002_impulse_aux252b_metals_xagusd_h1_minor_impulse_005.png
impulse_aux252b_index_aus200_h1_minor_impulse_014,h1_h4,AUS200,H1,minor,impulse,2026-01-16 04:00:00,2026-01-21 15:00:00,776.0,182.29999999999927,161.29999999999927,0.234923,0.207861,78,1100,0.070909,medium_small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.235; duration=0.071; degree=minor; category=impulse,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\003_impulse_aux252b_index_aus200_h1_minor_impulse_014.png
impulse_aux252b_forex_audjpy_h1_minor_impulse_016,h1_h4,AUDJPY.r,H1,minor,impulse,2026-01-20 15:00:00,2026-01-22 09:00:00,8.74600000000001,2.108000000000004,1.793999999999997,0.241024,0.205122,43,1100,0.039091,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.241; duration=0.039; degree=minor; category=impulse,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\004_impulse_aux252b_forex_audjpy_h1_minor_impulse_016.png
impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016,h1_h4,AUDJPY.r,H1,intermediate,impulse,2026-01-27 15:00:00,2026-01-30 17:00:00,8.74600000000001,2.2689999999999912,1.6059999999999945,0.259433,0.183627,75,1100,0.068182,medium_small,ambiguous_scale,ambiguous_scale: prominence=0.259; duration=0.068; degree=intermediate; category=impulse,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\005_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016.png
impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036,h1_h4,XAGUSD.r,H1,intermediate,impulse,2026-02-16 11:00:00,2026-02-18 01:00:00,57.56700000000001,5.378999999999991,4.608999999999995,0.093439,0.080063,35,1100,0.031818,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.093; duration=0.032; degree=intermediate; category=impulse,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\006_impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036.png
impulse_aux252b_index_aus200_h1_intermediate_impulse_007,h1_h4,AUS200,H1,intermediate,impulse,2026-01-13 17:00:00,2026-01-16 04:00:00,776.0,135.89999999999964,92.39999999999964,0.175129,0.119072,54,1100,0.049091,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.175; duration=0.049; degree=intermediate; category=impulse,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\007_impulse_aux252b_index_aus200_h1_intermediate_impulse_007.png
impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022,h1_h4,AUDJPY.r,H1,intermediate,impulse,2026-02-02 08:00:00,2026-02-04 14:00:00,8.74600000000001,3.331000000000003,3.0729999999999933,0.38086,0.351361,55,1100,0.05,small,better_as_lower_tf_substructure,better_as_lower_tf_substructure: prominence=0.381; duration=0.050; degree=intermediate; category=impulse,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\008_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022.png
impulse_aux252b_forex_audjpy_h1_major_impulse_006,h1_h4,AUDJPY.r,H1,major,impulse,2026-01-26 13:00:00,2026-01-30 17:00:00,8.74600000000001,2.5109999999999957,1.6310000000000002,0.287103,0.186485,101,1100,0.091818,medium_small,ambiguous_scale,ambiguous_scale: prominence=0.287; duration=0.092; degree=major; category=impulse,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\009_impulse_aux252b_forex_audjpy_h1_major_impulse_006.png
impulse_aux252b_metals_xagusd_h1_major_impulse_025,h1_h4,XAGUSD.r,H1,major,impulse,2026-02-17 17:00:00,2026-02-25 21:00:00,57.56700000000001,19.307999999999993,17.774,0.3354,0.308753,143,1100,0.13,balanced,acceptable_for_timeframe,acceptable_for_timeframe: prominence=0.335; duration=0.130; degree=major; category=impulse,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\010_impulse_aux252b_metals_xagusd_h1_major_impulse_025.png
impulse_aux252b_index_aus200_h1_major_impulse_028,h1_h4,AUS200,H1,major,impulse,2026-02-27 11:00:00,2026-03-05 21:00:00,776.0,480.2999999999993,441.2999999999993,0.618943,0.568686,99,1100,0.09,medium_small,ambiguous_scale,ambiguous_scale: prominence=0.619; duration=0.090; degree=major; category=impulse,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\011_impulse_aux252b_index_aus200_h1_major_impulse_028.png
impulse_aux252b_forex_audjpy_h1_major_impulse_017,h1_h4,AUDJPY.r,H1,major,impulse,2026-02-09 01:00:00,2026-02-12 18:00:00,8.74600000000001,2.812000000000012,2.277000000000001,0.321518,0.260348,90,1100,0.081818,medium_small,ambiguous_scale,ambiguous_scale: prominence=0.322; duration=0.082; degree=major; category=impulse,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\012_impulse_aux252b_forex_audjpy_h1_major_impulse_017.png
partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_002,h1_h4,AUDJPY.r,H1,intermediate,partial_123,2026-01-13 01:00:00,2026-01-14 07:00:00,8.74600000000001,0.7669999999999959,0.7000000000000028,0.087697,0.080037,31,1100,0.028182,small,not_applicable,not_applicable: prominence=0.088; duration=0.028; degree=intermediate; category=partial_123,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\partials\013_partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_002.png
partial_123_aux252b_metals_xagusd_h1_intermediate_partial123_001,h1_h4,XAGUSD.r,H1,intermediate,partial_123,2026-01-08 16:00:00,2026-01-13 16:00:00,57.56700000000001,15.274000000000001,14.297000000000011,0.265326,0.248354,70,1100,0.063636,medium_small,not_applicable,not_applicable: prominence=0.265; duration=0.064; degree=intermediate; category=partial_123,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\partials\014_partial_123_aux252b_metals_xagusd_h1_intermediate_partial123_001.png
partial_123_aux252b_index_aus200_h1_intermediate_partial123_003,h1_h4,AUS200,H1,intermediate,partial_123,2026-01-07 17:00:00,2026-01-13 04:00:00,776.0,186.5,156.5,0.240335,0.201675,76,1100,0.069091,medium_small,not_applicable,not_applicable: prominence=0.240; duration=0.069; degree=intermediate; category=partial_123,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\partials\015_partial_123_aux252b_index_aus200_h1_intermediate_partial123_003.png
partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_005,h1_h4,AUDJPY.r,H1,intermediate,partial_123,2026-01-14 07:00:00,2026-01-19 01:00:00,8.74600000000001,1.5010000000000048,1.301000000000002,0.171621,0.148754,67,1100,0.060909,medium_small,not_applicable,not_applicable: prominence=0.172; duration=0.061; degree=intermediate; category=partial_123,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\partials\016_partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_005.png
partial_123_aux252b_forex_audjpy_h1_minor_partial123_002,h1_h4,AUDJPY.r,H1,minor,partial_123,2026-01-13 01:00:00,2026-01-14 07:00:00,8.74600000000001,0.7669999999999959,0.7000000000000028,0.087697,0.080037,31,1100,0.028182,small,not_applicable,not_applicable: prominence=0.088; duration=0.028; degree=minor; category=partial_123,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\partials\017_partial_123_aux252b_forex_audjpy_h1_minor_partial123_002.png
partial_123_aux252b_metals_xagusd_h1_minor_partial123_001,h1_h4,XAGUSD.r,H1,minor,partial_123,2026-01-08 16:00:00,2026-01-12 19:00:00,57.56700000000001,12.406000000000006,11.425000000000011,0.215505,0.198464,50,1100,0.045455,small,not_applicable,not_applicable: prominence=0.216; duration=0.045; degree=minor; category=partial_123,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\partials\018_partial_123_aux252b_metals_xagusd_h1_minor_partial123_001.png
partial_123_aux252b_index_aus200_h1_minor_partial123_007,h1_h4,AUS200,H1,minor,partial_123,2026-01-13 17:00:00,2026-01-15 02:00:00,776.0,93.10000000000036,48.600000000000364,0.119974,0.062629,30,1100,0.027273,small,not_applicable,not_applicable: prominence=0.120; duration=0.027; degree=minor; category=partial_123,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\partials\019_partial_123_aux252b_index_aus200_h1_minor_partial123_007.png
partial_123_aux252b_forex_audjpy_h1_minor_partial123_007,h1_h4,AUDJPY.r,H1,minor,partial_123,2026-01-15 11:00:00,2026-01-16 17:00:00,8.74600000000001,0.8029999999999973,0.47700000000000387,0.091813,0.054539,31,1100,0.028182,small,not_applicable,not_applicable: prominence=0.092; duration=0.028; degree=minor; category=partial_123,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\partials\020_partial_123_aux252b_forex_audjpy_h1_minor_partial123_007.png
partial_123_aux252b_forex_audjpy_h1_major_partial123_001,h1_h4,AUDJPY.r,H1,major,partial_123,2026-01-14 07:00:00,2026-01-19 01:00:00,8.74600000000001,1.5010000000000048,1.301000000000002,0.171621,0.148754,67,1100,0.060909,medium_small,not_applicable,not_applicable: prominence=0.172; duration=0.061; degree=major; category=partial_123,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\partials\021_partial_123_aux252b_forex_audjpy_h1_major_partial123_001.png
partial_123_aux252b_metals_xagusd_h1_major_partial123_002,h1_h4,XAGUSD.r,H1,major,partial_123,2026-01-15 01:00:00,2026-01-16 17:00:00,57.56700000000001,7.799000000000007,4.296999999999997,0.135477,0.074643,40,1100,0.036364,small,not_applicable,not_applicable: prominence=0.135; duration=0.036; degree=major; category=partial_123,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\partials\022_partial_123_aux252b_metals_xagusd_h1_major_partial123_002.png
partial_123_aux252b_index_aus200_h1_major_partial123_003,h1_h4,AUS200,H1,major,partial_123,2026-01-07 17:00:00,2026-01-16 04:00:00,776.0,241.89999999999964,218.89999999999964,0.311727,0.282088,142,1100,0.129091,balanced,not_applicable,not_applicable: prominence=0.312; duration=0.129; degree=major; category=partial_123,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\partials\023_partial_123_aux252b_index_aus200_h1_major_partial123_003.png
partial_123_aux252b_forex_audjpy_h1_major_partial123_006,h1_h4,AUDJPY.r,H1,major,partial_123,2026-01-26 13:00:00,2026-01-29 07:00:00,8.74600000000001,2.5,2.0520000000000067,0.285845,0.234622,67,1100,0.060909,medium_small,not_applicable,not_applicable: prominence=0.286; duration=0.061; degree=major; category=partial_123,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\partials\024_partial_123_aux252b_forex_audjpy_h1_major_partial123_006.png
abc_aux252b_forex_audjpy_h1_intermediate_abc_002,h1_h4,AUDJPY.r,H1,intermediate,abc,2026-01-13 01:00:00,2026-01-14 07:00:00,8.74600000000001,0.7669999999999959,0.7000000000000028,0.087697,0.080037,31,1100,0.028182,small,not_applicable,not_applicable: prominence=0.088; duration=0.028; degree=intermediate; category=abc,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\abc\025_abc_aux252b_forex_audjpy_h1_intermediate_abc_002.png
abc_aux252b_metals_xagusd_h1_intermediate_abc_003,h1_h4,XAGUSD.r,H1,intermediate,abc,2026-01-13 01:00:00,2026-01-15 01:00:00,57.56700000000001,10.372,7.853999999999999,0.180173,0.136432,47,1100,0.042727,small,not_applicable,not_applicable: prominence=0.180; duration=0.043; degree=intermediate; category=abc,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\abc\026_abc_aux252b_metals_xagusd_h1_intermediate_abc_003.png
abc_aux252b_index_aus200_h1_intermediate_abc_003,h1_h4,AUS200,H1,intermediate,abc,2026-01-07 17:00:00,2026-01-13 04:00:00,776.0,186.5,156.5,0.240335,0.201675,76,1100,0.069091,medium_small,not_applicable,not_applicable: prominence=0.240; duration=0.069; degree=intermediate; category=abc,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\abc\027_abc_aux252b_index_aus200_h1_intermediate_abc_003.png
abc_aux252b_forex_audjpy_h1_intermediate_abc_005,h1_h4,AUDJPY.r,H1,intermediate,abc,2026-01-14 07:00:00,2026-01-19 01:00:00,8.74600000000001,1.5010000000000048,1.301000000000002,0.171621,0.148754,67,1100,0.060909,medium_small,not_applicable,not_applicable: prominence=0.172; duration=0.061; degree=intermediate; category=abc,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\abc\028_abc_aux252b_forex_audjpy_h1_intermediate_abc_005.png
abc_aux252b_forex_audjpy_h1_minor_abc_002,h1_h4,AUDJPY.r,H1,minor,abc,2026-01-13 01:00:00,2026-01-14 07:00:00,8.74600000000001,0.7669999999999959,0.7000000000000028,0.087697,0.080037,31,1100,0.028182,small,not_applicable,not_applicable: prominence=0.088; duration=0.028; degree=minor; category=abc,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\abc\029_abc_aux252b_forex_audjpy_h1_minor_abc_002.png
abc_aux252b_metals_xagusd_h1_minor_abc_005,h1_h4,XAGUSD.r,H1,minor,abc,2026-01-13 01:00:00,2026-01-14 15:00:00,57.56700000000001,8.929000000000002,7.4410000000000025,0.155106,0.129258,38,1100,0.034545,small,not_applicable,not_applicable: prominence=0.155; duration=0.035; degree=minor; category=abc,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\abc\030_abc_aux252b_metals_xagusd_h1_minor_abc_005.png
abc_aux252b_index_aus200_h1_minor_abc_003,h1_h4,AUS200,H1,minor,abc,2026-01-07 07:00:00,2026-01-13 04:00:00,776.0,186.5,142.39999999999964,0.240335,0.183505,86,1100,0.078182,medium_small,not_applicable,not_applicable: prominence=0.240; duration=0.078; degree=minor; category=abc,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\abc\031_abc_aux252b_index_aus200_h1_minor_abc_003.png
abc_aux252b_forex_audjpy_h1_minor_abc_007,h1_h4,AUDJPY.r,H1,minor,abc,2026-01-15 11:00:00,2026-01-16 17:00:00,8.74600000000001,0.8029999999999973,0.47700000000000387,0.091813,0.054539,31,1100,0.028182,small,not_applicable,not_applicable: prominence=0.092; duration=0.028; degree=minor; category=abc,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\abc\032_abc_aux252b_forex_audjpy_h1_minor_abc_007.png
abc_aux252b_forex_audjpy_h1_major_abc_001,h1_h4,AUDJPY.r,H1,major,abc,2026-01-14 07:00:00,2026-01-19 01:00:00,8.74600000000001,1.5010000000000048,1.301000000000002,0.171621,0.148754,67,1100,0.060909,medium_small,not_applicable,not_applicable: prominence=0.172; duration=0.061; degree=major; category=abc,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\abc\033_abc_aux252b_forex_audjpy_h1_major_abc_001.png
abc_aux252b_metals_xagusd_h1_major_abc_002,h1_h4,XAGUSD.r,H1,major,abc,2026-01-15 01:00:00,2026-01-16 17:00:00,57.56700000000001,7.799000000000007,4.296999999999997,0.135477,0.074643,40,1100,0.036364,small,not_applicable,not_applicable: prominence=0.135; duration=0.036; degree=major; category=abc,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\abc\034_abc_aux252b_metals_xagusd_h1_major_abc_002.png
abc_aux252b_index_aus200_h1_major_abc_003,h1_h4,AUS200,H1,major,abc,2026-01-07 17:00:00,2026-01-16 04:00:00,776.0,241.89999999999964,218.89999999999964,0.311727,0.282088,142,1100,0.129091,balanced,not_applicable,not_applicable: prominence=0.312; duration=0.129; degree=major; category=abc,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\abc\035_abc_aux252b_index_aus200_h1_major_abc_003.png
abc_aux252b_forex_audjpy_h1_major_abc_006,h1_h4,AUDJPY.r,H1,major,abc,2026-01-26 13:00:00,2026-01-29 07:00:00,8.74600000000001,2.5,2.0520000000000067,0.285845,0.234622,67,1100,0.060909,medium_small,not_applicable,not_applicable: prominence=0.286; duration=0.061; degree=major; category=abc,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\abc\036_abc_aux252b_forex_audjpy_h1_major_abc_006.png
near_miss_aux252b_forex_audjpy_h1_intermediate_impulse_005,h1_h4,AUDJPY.r,H1,intermediate,near_miss,2026-01-14 07:00:00,2026-01-20 15:00:00,8.74600000000001,1.608000000000004,0.43900000000000716,0.183855,0.050194,105,1100,0.095455,medium_small,not_applicable,not_applicable: prominence=0.184; duration=0.095; degree=intermediate; category=near_miss,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\037_near_miss_aux252b_forex_audjpy_h1_intermediate_impulse_005.png
near_miss_aux252b_metals_xagusd_h1_intermediate_impulse_003,h1_h4,XAGUSD.r,H1,intermediate,near_miss,2026-01-13 01:00:00,2026-01-15 21:00:00,57.56700000000001,10.372,8.163000000000011,0.180173,0.1418,67,1100,0.060909,medium_small,not_applicable,not_applicable: prominence=0.180; duration=0.061; degree=intermediate; category=near_miss,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\038_near_miss_aux252b_metals_xagusd_h1_intermediate_impulse_003.png
near_miss_aux252b_index_aus200_h1_intermediate_impulse_003,h1_h4,AUS200,H1,intermediate,near_miss,2026-01-07 17:00:00,2026-01-14 01:00:00,776.0,186.5,118.0,0.240335,0.152062,95,1100,0.086364,medium_small,not_applicable,not_applicable: prominence=0.240; duration=0.086; degree=intermediate; category=near_miss,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\039_near_miss_aux252b_index_aus200_h1_intermediate_impulse_003.png
near_miss_aux252b_forex_audjpy_h1_minor_impulse_009,h1_h4,AUDJPY.r,H1,minor,near_miss,2026-01-16 08:00:00,2026-01-20 03:00:00,8.74600000000001,0.9980000000000047,0.11200000000000898,0.114109,0.012806,44,1100,0.04,small,not_applicable,not_applicable: prominence=0.114; duration=0.040; degree=minor; category=near_miss,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\040_near_miss_aux252b_forex_audjpy_h1_minor_impulse_009.png
near_miss_aux252b_metals_xagusd_h1_minor_impulse_012,h1_h4,XAGUSD.r,H1,minor,near_miss,2026-01-15 21:00:00,2026-01-19 10:00:00,57.56700000000001,7.204999999999998,0.10199999999998965,0.125159,0.001772,36,1100,0.032727,small,not_applicable,not_applicable: prominence=0.125; duration=0.033; degree=minor; category=near_miss,artifacts\wavecount\phase2_5_2b_h1_h4_aux_expansion_2026-05-24\diagnostic_phase2_4_h1_h4_aux\charts\impulses\041_near_miss_aux252b_metals_xagusd_h1_minor_impulse_012.png
