candidate_id,review_category,source_table,source_id,example_id,group,symbol,timeframe,swing_degree,direction,diagnostic_status,pattern_type,start_pivot_id,end_pivot_id,start_time,end_time,failure_reasons,suggested_initial_label,review_options,chart_path,candidate_order,phase,fixed_chart_path,abc_interpretation,scope,source_chart_path,reviewed_chart_path,abc_visual_status,abc_quality_score,abc_state_interpretation,causality_status,context_usefulness,phase25_abc_policy,policy_bucket,visual_notes,point_count,labels,orders,pivot_extreme_time_strictly_increasing,structural_detected_at_non_decreasing,last_structural_detected_at,plot_ready,diagnostic_note,count_detected_at_available,causality_basis,should_user_review,status,error
abc_index_aus200_h4_major_abc_006,abc,candidate_counts,index_aus200_h4_major_abc_006,index_aus200_h4,Index,AUS200,H4,major,bearish,candidate_abc,abc,6.0,9.0,2025-12-23 12:00:00,2026-01-07 16:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,35,h4,charts\after_phase2_3\h4_035_abc_index_aus200_h4_major_abc_006.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h4_035_abc_index_aus200_h4_major_abc_006.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h4_h4_035_abc_index_aus200_h4_major_abc_006.png,ambiguous_correction,3,ambiguous_correction,causal_with_confirmation_latency,no_context_available,usable_only_manual_review,manual_review_only,"Similar al H4 intermediate de AUS200; limpio, pero lateral/ambiguo.",4,0|A|B|C,0|1|2|3,True,True,2026-01-08 04:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,no,,
abc_forex_audjpy_h4_major_abc_005,abc,candidate_counts,forex_audjpy_h4_major_abc_005,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,major,bullish,candidate_abc,abc,5.0,8.0,2026-01-02 00:00:00,2026-01-23 08:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,36,h4,charts\after_phase2_3\h4_036_abc_forex_audjpy_h4_major_abc_005.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h4_036_abc_forex_audjpy_h4_major_abc_005.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h4_h4_036_abc_forex_audjpy_h4_major_abc_005.png,not_clean_abc,3,not_clean_abc,causal_with_confirmation_latency,no_context_available,keep_experimental,experimental,"Estructura grande y clara, pero se lee mas como impulso alcista que ABC.",4,0|A|B|C,0|1|2|3,True,True,2026-01-23 20:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,yes,,
abc_forex_audjpy_h1_intermediate_abc_009,abc,candidate_counts,forex_audjpy_h1_intermediate_abc_009,forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,intermediate,bullish,candidate_abc,abc,9.0,12.0,2026-03-06 16:00:00,2026-03-09 22:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,25,h1,charts\after_phase2_3\h1_025_abc_forex_audjpy_h1_intermediate_abc_009.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_025_abc_forex_audjpy_h1_intermediate_abc_009.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_025_abc_forex_audjpy_h1_intermediate_abc_009.png,plausible_abc,3,abc_completed,causal_with_confirmation_latency,no_context_available,usable_only_manual_review,manual_review_only,"Secuencia limpia, pero parece mas arranque impulsivo que correccion clara.",4,0|A|B|C,0|1|2|3,True,True,2026-03-10 01:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,no,,
abc_metals_xagusd_h1_intermediate_abc_003,abc,candidate_counts,metals_xagusd_h1_intermediate_abc_003,metals_xagusd_h1,Metals,XAGUSD.r,H1,intermediate,bearish,candidate_abc,abc,3.0,6.0,2026-03-02 01:00:00,2026-03-03 13:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,26,h1,charts\after_phase2_3\h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png,clean_abc,4,abc_completed,causal_with_confirmation_latency,no_context_available,usable_as_soft_context,soft_context_candidate,Uno de los mejores H1: 0-A-B-C claro y C con desplazamiento suficiente.,4,0|A|B|C,0|1|2|3,True,True,2026-03-03 16:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,yes,,
abc_index_aus200_h1_intermediate_abc_004,abc,candidate_counts,index_aus200_h1_intermediate_abc_004,index_aus200_h1,Index,AUS200,H1,intermediate,bearish,candidate_abc,abc,4.0,7.0,2026-02-27 11:00:00,2026-03-03 17:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,27,h1,charts\after_phase2_3\h1_027_abc_index_aus200_h1_intermediate_abc_004.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_027_abc_index_aus200_h1_intermediate_abc_004.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_027_abc_index_aus200_h1_intermediate_abc_004.png,plausible_abc,3,abc_completed,causal_with_confirmation_latency,no_context_available,usable_only_manual_review,manual_review_only,"Limpio, pero C es muy direccional y puede ser impulso bajista disfrazado de ABC.",4,0|A|B|C,0|1|2|3,True,True,2026-03-03 20:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,no,,
abc_forex_audjpy_h1_intermediate_abc_011,abc,candidate_counts,forex_audjpy_h1_intermediate_abc_011,forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,intermediate,bullish,candidate_abc,abc,11.0,14.0,2026-03-09 02:00:00,2026-03-11 18:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,28,h1,charts\after_phase2_3\h1_028_abc_forex_audjpy_h1_intermediate_abc_011.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_028_abc_forex_audjpy_h1_intermediate_abc_011.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_028_abc_forex_audjpy_h1_intermediate_abc_011.png,plausible_abc,3,abc_completed,causal_with_confirmation_latency,no_context_available,usable_only_manual_review,manual_review_only,"Visualmente ordenado, pero C parece extension impulsiva.",4,0|A|B|C,0|1|2|3,True,True,2026-03-11 21:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,no,,
abc_forex_audjpy_h1_minor_abc_007,abc,candidate_counts,forex_audjpy_h1_minor_abc_007,forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,minor,bullish,candidate_abc,abc,7.0,10.0,2026-03-03 17:00:00,2026-03-04 22:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,29,h1,charts\after_phase2_3\h1_029_abc_forex_audjpy_h1_minor_abc_007.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_029_abc_forex_audjpy_h1_minor_abc_007.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_029_abc_forex_audjpy_h1_minor_abc_007.png,ambiguous_correction,2,ambiguous_correction,causal_with_confirmation_latency,no_context_available,keep_experimental,experimental,Demasiado local/lateral; no apto para reglas.,4,0|A|B|C,0|1|2|3,True,True,2026-03-05 01:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,yes,,
abc_metals_xagusd_h1_minor_abc_002,abc,candidate_counts,metals_xagusd_h1_minor_abc_002,metals_xagusd_h1,Metals,XAGUSD.r,H1,minor,bullish,candidate_abc,abc,2.0,5.0,2026-02-26 01:00:00,2026-03-02 01:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,30,h1,charts\after_phase2_3\h1_030_abc_metals_xagusd_h1_minor_abc_002.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_030_abc_metals_xagusd_h1_minor_abc_002.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_030_abc_metals_xagusd_h1_minor_abc_002.png,ambiguous_correction,3,ambiguous_correction,causal_with_confirmation_latency,no_context_available,keep_experimental,experimental,"Limpio visualmente, pero en minor parece subestructura mas que ABC principal.",4,0|A|B|C,0|1|2|3,True,True,2026-03-02 04:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,no,,
abc_index_aus200_h1_minor_abc_006,abc,candidate_counts,index_aus200_h1_minor_abc_006,index_aus200_h1,Index,AUS200,H1,minor,bearish,candidate_abc,abc,6.0,9.0,2026-03-02 07:00:00,2026-03-03 17:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,31,h1,charts\after_phase2_3\h1_031_abc_index_aus200_h1_minor_abc_006.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_031_abc_index_aus200_h1_minor_abc_006.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_031_abc_index_aus200_h1_minor_abc_006.png,ambiguous_correction,2,ambiguous_correction,causal_with_confirmation_latency,no_context_available,keep_experimental,experimental,A/B muy pequenos frente a C; mal ejemplo metodologico.,4,0|A|B|C,0|1|2|3,True,True,2026-03-03 20:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,yes,,
abc_forex_audjpy_h1_minor_abc_013,abc,candidate_counts,forex_audjpy_h1_minor_abc_013,forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,minor,bullish,candidate_abc,abc,13.0,16.0,2026-03-06 16:00:00,2026-03-09 22:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,32,h1,charts\after_phase2_3\h1_032_abc_forex_audjpy_h1_minor_abc_013.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_032_abc_forex_audjpy_h1_minor_abc_013.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_032_abc_forex_audjpy_h1_minor_abc_013.png,plausible_abc,3,abc_completed,causal_with_confirmation_latency,no_context_available,keep_experimental,experimental,"Limpio, pero demasiado parecido a tramo impulsivo menor.",4,0|A|B|C,0|1|2|3,True,True,2026-03-10 01:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,no,,
abc_forex_audjpy_h1_major_abc_007,abc,candidate_counts,forex_audjpy_h1_major_abc_007,forex_audjpy_h1,Forex Majors,AUDJPY.r,H1,major,bullish,candidate_abc,abc,7.0,10.0,2026-03-05 19:00:00,2026-03-11 18:00:00,basic ABC constraints satisfied,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,33,h1,charts\after_phase2_3\h1_033_abc_forex_audjpy_h1_major_abc_007.png,candidate_abc_visual_review_only,phase2_3_fixed,artifacts\wavecount\phase2_abc_fix_2026-05-20\charts\after_phase2_3\h1_033_abc_forex_audjpy_h1_major_abc_007.png,artifacts\wavecount\phase2_4_3_abc_quality_audit_2026-05-23\charts\reviewed\h1_h1_033_abc_forex_audjpy_h1_major_abc_007.png,plausible_abc,3,abc_completed,causal_with_confirmation_latency,no_context_available,usable_only_manual_review,manual_review_only,"Buena geometria, aunque C domina demasiado.",4,0|A|B|C,0|1|2|3,True,True,2026-03-11 21:00:00,True,,False,last_structural_detected_at from corrected ABC diagnostics; no explicit count_detected_at column exported by phase2_abc_fix.,no,,
