timestamp,symbol,timeframe,pivot_state,pivot_type,pivot_extreme_time,pivot_detected_at,pivot_extreme_price,confirmation_lag_bars,visibility_score,atr,lookahead_safe,is_candidate,is_confirmed,is_ambiguous,reason,fixture_id,market_group,group,example_id,example_type
2026-02-06 08:00:00,OHLC_W5C,H4,confirmed_low,low,2026-02-06 04:00:00,2026-02-06 08:00:00,99.9,1,2.231707317073172,5.466666666666659,True,False,True,False,"visible move: atr_score=2.232, relative_score=0.10893",ohlc_wave5_candidate,Forex Majors,Forex Majors,ohlc_wave5_candidate,impulse
2026-02-06 12:00:00,OHLC_W5C,H4,confirmed_high,high,2026-02-06 08:00:00,2026-02-06 12:00:00,112.1,1,1.5708154506437764,7.766666666666661,True,False,True,False,"visible move: atr_score=1.571, relative_score=0.11619",ohlc_wave5_candidate,Forex Majors,Forex Majors,ohlc_wave5_candidate,impulse
2026-02-06 16:00:00,OHLC_W5C,H4,confirmed_low,low,2026-02-06 12:00:00,2026-02-06 16:00:00,104.9,1,1.5781637717121586,13.433333333333328,True,False,True,False,"visible move: atr_score=1.578, relative_score=0.16825",ohlc_wave5_candidate,Forex Majors,Forex Majors,ohlc_wave5_candidate,impulse
2026-02-06 20:00:00,OHLC_W5C,H4,confirmed_high,high,2026-02-06 16:00:00,2026-02-06 20:00:00,126.1,1,1.7520661157024793,12.099999999999994,True,False,True,False,"visible move: atr_score=1.752, relative_score=0.17966",ohlc_wave5_candidate,Forex Majors,Forex Majors,ohlc_wave5_candidate,impulse
2026-02-07 00:00:00,OHLC_W5C,H4,confirmed_low,low,2026-02-06 20:00:00,2026-02-07 00:00:00,117.9,1,0.6968838526912176,11.76666666666666,True,False,True,False,"visible move: atr_score=0.697, relative_score=0.06613",ohlc_wave5_candidate,Forex Majors,Forex Majors,ohlc_wave5_candidate,impulse
2026-02-07 08:00:00,OHLC_W5A,H4,confirmed_low,low,2026-02-07 04:00:00,2026-02-07 08:00:00,99.9,1,2.231707317073172,5.466666666666659,True,False,True,False,"visible move: atr_score=2.232, relative_score=0.10893",ohlc_wave5_active,Forex Majors,Forex Majors,ohlc_wave5_active,impulse
2026-02-07 12:00:00,OHLC_W5A,H4,confirmed_high,high,2026-02-07 08:00:00,2026-02-07 12:00:00,112.1,1,1.5708154506437764,7.766666666666661,True,False,True,False,"visible move: atr_score=1.571, relative_score=0.11619",ohlc_wave5_active,Forex Majors,Forex Majors,ohlc_wave5_active,impulse
2026-02-07 16:00:00,OHLC_W5A,H4,confirmed_low,low,2026-02-07 12:00:00,2026-02-07 16:00:00,104.9,1,1.5781637717121586,13.433333333333328,True,False,True,False,"visible move: atr_score=1.578, relative_score=0.16825",ohlc_wave5_active,Forex Majors,Forex Majors,ohlc_wave5_active,impulse
2026-02-07 20:00:00,OHLC_W5A,H4,confirmed_high,high,2026-02-07 16:00:00,2026-02-07 20:00:00,126.1,1,1.7520661157024793,12.099999999999994,True,False,True,False,"visible move: atr_score=1.752, relative_score=0.17966",ohlc_wave5_active,Forex Majors,Forex Majors,ohlc_wave5_active,impulse
2026-02-08 00:00:00,OHLC_W5A,H4,confirmed_low,low,2026-02-07 20:00:00,2026-02-08 00:00:00,117.9,1,0.886198547215496,13.76666666666666,True,False,True,False,"visible move: atr_score=0.886, relative_score=0.09385",ohlc_wave5_active,Forex Majors,Forex Majors,ohlc_wave5_active,impulse
2026-02-08 08:00:00,OHLC_WDONE,H4,confirmed_low,low,2026-02-08 04:00:00,2026-02-08 08:00:00,99.9,1,2.231707317073172,5.466666666666659,True,False,True,False,"visible move: atr_score=2.232, relative_score=0.10893",ohlc_completed_impulse,Forex Majors,Forex Majors,ohlc_completed_impulse,impulse
2026-02-08 12:00:00,OHLC_WDONE,H4,confirmed_high,high,2026-02-08 08:00:00,2026-02-08 12:00:00,112.1,1,1.5708154506437764,7.766666666666661,True,False,True,False,"visible move: atr_score=1.571, relative_score=0.11619",ohlc_completed_impulse,Forex Majors,Forex Majors,ohlc_completed_impulse,impulse
2026-02-08 16:00:00,OHLC_WDONE,H4,confirmed_low,low,2026-02-08 12:00:00,2026-02-08 16:00:00,104.9,1,1.5781637717121586,13.433333333333328,True,False,True,False,"visible move: atr_score=1.578, relative_score=0.16825",ohlc_completed_impulse,Forex Majors,Forex Majors,ohlc_completed_impulse,impulse
2026-02-08 20:00:00,OHLC_WDONE,H4,confirmed_high,high,2026-02-08 16:00:00,2026-02-08 20:00:00,126.1,1,1.7520661157024793,12.099999999999994,True,False,True,False,"visible move: atr_score=1.752, relative_score=0.17966",ohlc_completed_impulse,Forex Majors,Forex Majors,ohlc_completed_impulse,impulse
2026-02-09 00:00:00,OHLC_WDONE,H4,confirmed_low,low,2026-02-08 20:00:00,2026-02-09 00:00:00,117.9,1,0.886198547215496,13.76666666666666,True,False,True,False,"visible move: atr_score=0.886, relative_score=0.09385",ohlc_completed_impulse,Forex Majors,Forex Majors,ohlc_completed_impulse,impulse
2026-02-09 04:00:00,OHLC_WDONE,H4,confirmed_high,high,2026-02-09 00:00:00,2026-02-09 04:00:00,130.1,1,1.5061728395061724,8.099999999999994,True,False,True,False,"visible move: atr_score=1.506, relative_score=0.09683",ohlc_completed_impulse,Forex Majors,Forex Majors,ohlc_completed_impulse,impulse
2026-02-10 08:00:00,OHLC_A,H4,confirmed_high,high,2026-02-10 04:00:00,2026-02-10 08:00:00,130.1,1,1.9838709677419364,4.133333333333326,True,False,True,False,"visible move: atr_score=1.984, relative_score=0.06721",ohlc_possible_waveA,Forex Majors,Forex Majors,ohlc_possible_waveA,correction
2026-02-11 08:00:00,OHLC_B,H4,confirmed_high,high,2026-02-11 04:00:00,2026-02-11 08:00:00,130.1,1,2.231707317073172,5.466666666666659,True,False,True,False,"visible move: atr_score=2.232, relative_score=0.10339",ohlc_possible_waveB,Forex Majors,Forex Majors,ohlc_possible_waveB,correction
2026-02-11 12:00:00,OHLC_B,H4,confirmed_low,low,2026-02-11 08:00:00,2026-02-11 12:00:00,117.9,1,1.5061728395061724,8.099999999999994,True,False,True,False,"visible move: atr_score=1.506, relative_score=0.09683",ohlc_possible_waveB,Forex Majors,Forex Majors,ohlc_possible_waveB,correction
2026-02-12 08:00:00,OHLC_CC,H4,confirmed_high,high,2026-02-12 04:00:00,2026-02-12 08:00:00,130.1,1,2.231707317073172,5.466666666666659,True,False,True,False,"visible move: atr_score=2.232, relative_score=0.10339",ohlc_waveC_candidate,Forex Majors,Forex Majors,ohlc_waveC_candidate,correction
2026-02-12 12:00:00,OHLC_CC,H4,confirmed_low,low,2026-02-12 08:00:00,2026-02-12 12:00:00,117.9,1,1.5061728395061724,8.099999999999994,True,False,True,False,"visible move: atr_score=1.506, relative_score=0.09683",ohlc_waveC_candidate,Forex Majors,Forex Majors,ohlc_waveC_candidate,correction
2026-02-12 16:00:00,OHLC_CC,H4,confirmed_high,high,2026-02-12 12:00:00,2026-02-12 16:00:00,126.1,1,0.9010989010989005,9.099999999999994,True,False,True,False,"visible move: atr_score=0.901, relative_score=0.06891",ohlc_waveC_candidate,Forex Majors,Forex Majors,ohlc_waveC_candidate,correction
2026-02-13 08:00:00,OHLC_CA,H4,confirmed_high,high,2026-02-13 04:00:00,2026-02-13 08:00:00,130.1,1,2.231707317073172,5.466666666666659,True,False,True,False,"visible move: atr_score=2.232, relative_score=0.10339",ohlc_waveC_active,Forex Majors,Forex Majors,ohlc_waveC_active,correction
2026-02-13 12:00:00,OHLC_CA,H4,confirmed_low,low,2026-02-13 08:00:00,2026-02-13 12:00:00,117.9,1,1.5061728395061724,8.099999999999994,True,False,True,False,"visible move: atr_score=1.506, relative_score=0.09683",ohlc_waveC_active,Forex Majors,Forex Majors,ohlc_waveC_active,correction
2026-02-13 16:00:00,OHLC_CA,H4,confirmed_high,high,2026-02-13 12:00:00,2026-02-13 16:00:00,126.1,1,1.1331269349845197,10.76666666666666,True,False,True,False,"visible move: atr_score=1.133, relative_score=0.10702",ohlc_waveC_active,Forex Majors,Forex Majors,ohlc_waveC_active,correction
2026-02-14 08:00:00,OHLC_ABCDONE,H4,confirmed_high,high,2026-02-14 04:00:00,2026-02-14 08:00:00,130.1,1,2.231707317073172,5.466666666666659,True,False,True,False,"visible move: atr_score=2.232, relative_score=0.10339",ohlc_completed_abc,Forex Majors,Forex Majors,ohlc_completed_abc,correction
2026-02-14 12:00:00,OHLC_ABCDONE,H4,confirmed_low,low,2026-02-14 08:00:00,2026-02-14 12:00:00,117.9,1,1.5061728395061724,8.099999999999994,True,False,True,False,"visible move: atr_score=1.506, relative_score=0.09683",ohlc_completed_abc,Forex Majors,Forex Majors,ohlc_completed_abc,correction
2026-02-14 16:00:00,OHLC_ABCDONE,H4,confirmed_high,high,2026-02-14 12:00:00,2026-02-14 16:00:00,126.1,1,1.1331269349845197,10.76666666666666,True,False,True,False,"visible move: atr_score=1.133, relative_score=0.10702",ohlc_completed_abc,Forex Majors,Forex Majors,ohlc_completed_abc,correction
2026-02-14 20:00:00,OHLC_ABCDONE,H4,confirmed_low,low,2026-02-14 16:00:00,2026-02-14 20:00:00,113.9,1,1.446640316205533,8.433333333333328,True,False,True,False,"visible move: atr_score=1.447, relative_score=0.10252",ohlc_completed_abc,Forex Majors,Forex Majors,ohlc_completed_abc,correction
2026-02-16 08:00:00,OHLC_AMBIG,H4,confirmed_high,high,2026-02-16 04:00:00,2026-02-16 08:00:00,101.1,1,1.6363636363636398,0.7333333333333248,True,False,True,False,"visible move: atr_score=1.636, relative_score=0.01198",ohlc_ambiguous,Forex Majors,Forex Majors,ohlc_ambiguous,impulse
2026-02-16 12:00:00,OHLC_AMBIG,H4,confirmed_low,low,2026-02-16 08:00:00,2026-02-16 12:00:00,100.10000000000001,1,1.1111111111111058,0.8999999999999915,True,False,True,False,"visible move: atr_score=1.111, relative_score=0.00992",ohlc_ambiguous,Forex Majors,Forex Majors,ohlc_ambiguous,impulse
2026-02-17 08:00:00,OHLC_INV,H4,confirmed_low,low,2026-02-17 04:00:00,2026-02-17 08:00:00,99.9,1,2.231707317073172,5.466666666666659,True,False,True,False,"visible move: atr_score=2.232, relative_score=0.10893",ohlc_invalidated,Forex Majors,Forex Majors,ohlc_invalidated,impulse
2026-02-17 12:00:00,OHLC_INV,H4,confirmed_high,high,2026-02-17 08:00:00,2026-02-17 12:00:00,112.1,1,1.4059405940594056,10.099999999999994,True,False,True,False,"visible move: atr_score=1.406, relative_score=0.14490",ohlc_invalidated,Forex Majors,Forex Majors,ohlc_invalidated,impulse
