candidate_order,candidate_id,review_category,suggested_initial_label,review_label,reviewer_notes,visual_quality_score,should_keep_for_methodology,suggested_action,review_options,chart_path,group,symbol,timeframe,swing_degree,direction,diagnostic_status,pattern_type,failure_reasons,source_table,source_id,example_id,start_time,end_time
14,partial_123_metals_xagusd_h4_intermediate_partial123_001,partial_123,visually_good_partial_123,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\014_partial_123_metals_xagusd_h4_intermediate_partial123_001.png,Metals,XAGUSD.r,H4,intermediate,bullish,partial_123_candidate,partial_impulse_123,,partial_impulses,metals_xagusd_h4_intermediate_partial123_001,metals_xagusd_h4,2025-12-09 00:00:00,2025-12-22 04:00:00
15,partial_123_index_aus200_h4_intermediate_partial123_006,partial_123,visually_good_partial_123,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\015_partial_123_index_aus200_h4_intermediate_partial123_006.png,Index,AUS200,H4,intermediate,bearish,partial_123_candidate,partial_impulse_123,,partial_impulses,index_aus200_h4_intermediate_partial123_006,index_aus200_h4,2025-12-23 12:00:00,2026-01-07 16:00:00
16,partial_123_forex_audjpy_h4_intermediate_partial123_005,partial_123,visually_good_partial_123,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\016_partial_123_forex_audjpy_h4_intermediate_partial123_005.png,Forex Majors,AUDJPY.r,H4,intermediate,bullish,partial_123_candidate,partial_impulse_123,,partial_impulses,forex_audjpy_h4_intermediate_partial123_005,forex_audjpy_h4,2025-12-17 00:00:00,2026-01-07 04:00:00
17,partial_123_forex_audjpy_h4_minor_partial123_002,partial_123,visually_good_partial_123,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\017_partial_123_forex_audjpy_h4_minor_partial123_002.png,Forex Majors,AUDJPY.r,H4,minor,bearish,partial_123_candidate,partial_impulse_123,,partial_impulses,forex_audjpy_h4_minor_partial123_002,forex_audjpy_h4,2025-12-10 08:00:00,2025-12-17 00:00:00
18,partial_123_metals_xagusd_h4_minor_partial123_001,partial_123,visually_good_partial_123,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\018_partial_123_metals_xagusd_h4_minor_partial123_001.png,Metals,XAGUSD.r,H4,minor,bullish,partial_123_candidate,partial_impulse_123,,partial_impulses,metals_xagusd_h4_minor_partial123_001,metals_xagusd_h4,2025-12-09 00:00:00,2025-12-22 04:00:00
19,partial_123_index_aus200_h4_minor_partial123_005,partial_123,visually_good_partial_123,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\019_partial_123_index_aus200_h4_minor_partial123_005.png,Index,AUS200,H4,minor,bullish,partial_123_candidate,partial_impulse_123,,partial_impulses,index_aus200_h4_minor_partial123_005,index_aus200_h4,2025-12-18 00:00:00,2025-12-23 12:00:00
20,partial_123_forex_audjpy_h4_minor_partial123_005,partial_123,visually_good_partial_123,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\020_partial_123_forex_audjpy_h4_minor_partial123_005.png,Forex Majors,AUDJPY.r,H4,minor,bullish,partial_123_candidate,partial_impulse_123,,partial_impulses,forex_audjpy_h4_minor_partial123_005,forex_audjpy_h4,2025-12-17 00:00:00,2025-12-22 08:00:00
21,partial_123_forex_audjpy_h4_major_partial123_003,partial_123,visually_good_partial_123,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\021_partial_123_forex_audjpy_h4_major_partial123_003.png,Forex Majors,AUDJPY.r,H4,major,bullish,partial_123_candidate,partial_impulse_123,,partial_impulses,forex_audjpy_h4_major_partial123_003,forex_audjpy_h4,2025-12-17 00:00:00,2026-01-14 04:00:00
22,partial_123_metals_xagusd_h4_major_partial123_003,partial_123,visually_good_partial_123,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\022_partial_123_metals_xagusd_h4_major_partial123_003.png,Metals,XAGUSD.r,H4,major,bullish,partial_123_candidate,partial_impulse_123,,partial_impulses,metals_xagusd_h4_major_partial123_003,metals_xagusd_h4,2025-12-31 20:00:00,2026-01-20 12:00:00
23,partial_123_index_aus200_h4_major_partial123_006,partial_123,visually_good_partial_123,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\023_partial_123_index_aus200_h4_major_partial123_006.png,Index,AUS200,H4,major,bearish,partial_123_candidate,partial_impulse_123,,partial_impulses,index_aus200_h4_major_partial123_006,index_aus200_h4,2025-12-23 12:00:00,2026-01-07 16:00:00
24,partial_123_forex_audjpy_h4_major_partial123_005,partial_123,visually_good_partial_123,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\024_partial_123_forex_audjpy_h4_major_partial123_005.png,Forex Majors,AUDJPY.r,H4,major,bullish,partial_123_candidate,partial_impulse_123,,partial_impulses,forex_audjpy_h4_major_partial123_005,forex_audjpy_h4,2026-01-02 00:00:00,2026-01-23 08:00:00
25,abc_forex_audjpy_h4_abc_002,abc,visually_good_abc,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\025_abc_forex_audjpy_h4_abc_002.png,Forex Majors,AUDJPY.r,H4,intermediate,bearish,candidate_abc,abc,basic ABC constraints satisfied,candidate_counts,forex_audjpy_h4_abc_002,forex_audjpy_h4,2025-12-10 08:00:00,2025-12-17 00:00:00
26,abc_metals_xagusd_h4_abc_003,abc,visually_good_abc,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\026_abc_metals_xagusd_h4_abc_003.png,Metals,XAGUSD.r,H4,intermediate,bullish,candidate_abc,abc,basic ABC constraints satisfied,candidate_counts,metals_xagusd_h4_abc_003,metals_xagusd_h4,2025-12-19 04:00:00,2025-12-29 00:00:00
27,abc_index_aus200_h4_abc_006,abc,visually_good_abc,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\027_abc_index_aus200_h4_abc_006.png,Index,AUS200,H4,intermediate,bearish,candidate_abc,abc,basic ABC constraints satisfied,candidate_counts,index_aus200_h4_abc_006,index_aus200_h4,2025-12-23 12:00:00,2026-01-07 16:00:00
28,abc_forex_audjpy_h4_abc_005,abc,visually_good_abc,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\028_abc_forex_audjpy_h4_abc_005.png,Forex Majors,AUDJPY.r,H4,intermediate,bullish,candidate_abc,abc,basic ABC constraints satisfied,candidate_counts,forex_audjpy_h4_abc_005,forex_audjpy_h4,2025-12-17 00:00:00,2026-01-07 04:00:00
29,abc_index_aus200_h4_abc_005,abc,visually_good_abc,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\029_abc_index_aus200_h4_abc_005.png,Index,AUS200,H4,minor,bullish,candidate_abc,abc,basic ABC constraints satisfied,candidate_counts,index_aus200_h4_abc_005,index_aus200_h4,2025-12-18 00:00:00,2025-12-23 12:00:00
30,abc_forex_audjpy_h4_abc_009,abc,visually_good_abc,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\030_abc_forex_audjpy_h4_abc_009.png,Forex Majors,AUDJPY.r,H4,minor,bullish,candidate_abc,abc,basic ABC constraints satisfied,candidate_counts,forex_audjpy_h4_abc_009,forex_audjpy_h4,2025-12-23 04:00:00,2025-12-29 04:00:00
31,abc_forex_eurjpy_h4_abc_004,abc,visually_good_abc,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\031_abc_forex_eurjpy_h4_abc_004.png,Forex Majors,EURJPY.r,H4,minor,bullish,candidate_abc,abc,basic ABC constraints satisfied,candidate_counts,forex_eurjpy_h4_abc_004,forex_eurjpy_h4,2025-12-17 00:00:00,2025-12-22 08:00:00
32,abc_forex_eurusd_h4_abc_002,abc,visually_good_abc,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\032_abc_forex_eurusd_h4_abc_002.png,Forex Majors,EURUSD.r,H4,minor,bullish,candidate_abc,abc,basic ABC constraints satisfied,candidate_counts,forex_eurusd_h4_abc_002,forex_eurusd_h4,2025-12-09 16:00:00,2025-12-16 16:00:00
33,abc_forex_audjpy_h4_abc_003,abc,visually_good_abc,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\033_abc_forex_audjpy_h4_abc_003.png,Forex Majors,AUDJPY.r,H4,major,bullish,candidate_abc,abc,basic ABC constraints satisfied,candidate_counts,forex_audjpy_h4_abc_003,forex_audjpy_h4,2025-12-17 00:00:00,2026-01-14 04:00:00
34,abc_forex_audjpy_h4_abc_013,abc,visually_good_abc,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\034_abc_forex_audjpy_h4_abc_013.png,Forex Majors,AUDJPY.r,H4,major,bullish,candidate_abc,abc,basic ABC constraints satisfied,candidate_counts,forex_audjpy_h4_abc_013,forex_audjpy_h4,2026-02-16 00:00:00,2026-02-25 20:00:00
35,abc_forex_eurjpy_h4_abc_003,abc,visually_good_abc,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\035_abc_forex_eurjpy_h4_abc_003.png,Forex Majors,EURJPY.r,H4,major,bearish,candidate_abc,abc,basic ABC constraints satisfied,candidate_counts,forex_eurjpy_h4_abc_003,forex_eurjpy_h4,2025-12-22 08:00:00,2026-01-09 00:00:00
36,abc_forex_eurusd_h4_abc_003,abc,visually_good_abc,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\036_abc_forex_eurusd_h4_abc_003.png,Forex Majors,EURUSD.r,H4,major,bearish,candidate_abc,abc,basic ABC constraints satisfied,candidate_counts,forex_eurusd_h4_abc_003,forex_eurusd_h4,2025-12-24 04:00:00,2026-01-19 00:00:00
37,near_miss_forex_audjpy_h4_intermediate_impulse_002,near_miss,ambiguous_but_interesting,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\037_near_miss_forex_audjpy_h4_intermediate_impulse_002.png,Forex Majors,AUDJPY.r,H4,intermediate,bearish,soft_impulse_near_miss,full_impulse_12345,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,impulse_diagnostics,forex_audjpy_h4_intermediate_impulse_002,forex_audjpy_h4,2025-12-10 08:00:00,2026-01-02 00:00:00
38,near_miss_metals_xagusd_h4_intermediate_impulse_003,near_miss,ambiguous_but_interesting,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png,Metals,XAGUSD.r,H4,intermediate,bullish,soft_impulse_near_miss,full_impulse_12345,wave 5 fails to exceed wave 3 extreme,impulse_diagnostics,metals_xagusd_h4_intermediate_impulse_003,metals_xagusd_h4,2025-12-19 04:00:00,2026-01-07 00:00:00
39,near_miss_index_aus200_h4_intermediate_impulse_009,near_miss,ambiguous_but_interesting,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\039_near_miss_index_aus200_h4_intermediate_impulse_009.png,Index,AUS200,H4,intermediate,bullish,soft_impulse_near_miss,full_impulse_12345,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,impulse_diagnostics,index_aus200_h4_intermediate_impulse_009,index_aus200_h4,2026-01-07 16:00:00,2026-02-04 12:00:00
40,near_miss_forex_audjpy_h4_minor_impulse_002,near_miss,ambiguous_but_interesting,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\040_near_miss_forex_audjpy_h4_minor_impulse_002.png,Forex Majors,AUDJPY.r,H4,minor,bearish,soft_impulse_near_miss,full_impulse_12345,wave 5 fails to exceed wave 3 extreme,impulse_diagnostics,forex_audjpy_h4_minor_impulse_002,forex_audjpy_h4,2025-12-10 08:00:00,2025-12-19 00:00:00
41,near_miss_metals_xagusd_h4_minor_impulse_005,near_miss,ambiguous_but_interesting,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\041_near_miss_metals_xagusd_h4_minor_impulse_005.png,Metals,XAGUSD.r,H4,minor,bullish,soft_impulse_near_miss,full_impulse_12345,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,impulse_diagnostics,metals_xagusd_h4_minor_impulse_005,metals_xagusd_h4,2025-12-22 20:00:00,2025-12-30 20:00:00
42,near_miss_index_aus200_h4_minor_impulse_005,near_miss,ambiguous_but_interesting,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\042_near_miss_index_aus200_h4_minor_impulse_005.png,Index,AUS200,H4,minor,bullish,soft_impulse_near_miss,full_impulse_12345,wave 5 fails to exceed wave 3 extreme,impulse_diagnostics,index_aus200_h4_minor_impulse_005,index_aus200_h4,2025-12-18 00:00:00,2026-01-06 00:00:00
43,near_miss_forex_audjpy_h4_major_impulse_005,near_miss,ambiguous_but_interesting,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\043_near_miss_forex_audjpy_h4_major_impulse_005.png,Forex Majors,AUDJPY.r,H4,major,bullish,soft_impulse_near_miss,full_impulse_12345,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,impulse_diagnostics,forex_audjpy_h4_major_impulse_005,forex_audjpy_h4,2026-01-02 00:00:00,2026-01-30 16:00:00
44,near_miss_metals_xagusd_h4_major_impulse_003,near_miss,ambiguous_but_interesting,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\044_near_miss_metals_xagusd_h4_major_impulse_003.png,Metals,XAGUSD.r,H4,major,bullish,soft_impulse_near_miss,full_impulse_12345,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,impulse_diagnostics,metals_xagusd_h4_major_impulse_003,metals_xagusd_h4,2025-12-31 20:00:00,2026-02-04 16:00:00
45,near_miss_index_aus200_h4_major_impulse_009,near_miss,ambiguous_but_interesting,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\045_near_miss_index_aus200_h4_major_impulse_009.png,Index,AUS200,H4,major,bullish,soft_impulse_near_miss,full_impulse_12345,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,impulse_diagnostics,index_aus200_h4_major_impulse_009,index_aus200_h4,2026-01-07 16:00:00,2026-02-10 00:00:00
46,hard_invalid_forex_audjpy_h4_intermediate_impulse_001,hard_invalid,hard_invalid_correct,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\046_hard_invalid_forex_audjpy_h4_intermediate_impulse_001.png,Forex Majors,AUDJPY.r,H4,intermediate,bullish,hard_invalid_impulse,full_impulse_12345,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,impulse_diagnostics,forex_audjpy_h4_intermediate_impulse_001,forex_audjpy_h4,2025-12-09 04:00:00,2025-12-29 04:00:00
47,hard_invalid_metals_xagusd_h4_intermediate_impulse_001,hard_invalid,hard_invalid_correct,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\047_hard_invalid_metals_xagusd_h4_intermediate_impulse_001.png,Metals,XAGUSD.r,H4,intermediate,bullish,hard_invalid_impulse,full_impulse_12345,wave 3 is shorter than both wave 1 and wave 5,impulse_diagnostics,metals_xagusd_h4_intermediate_impulse_001,metals_xagusd_h4,2025-12-09 00:00:00,2025-12-29 00:00:00
48,hard_invalid_index_aus200_h4_intermediate_impulse_001,hard_invalid,hard_invalid_correct,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\048_hard_invalid_index_aus200_h4_intermediate_impulse_001.png,Index,AUS200,H4,intermediate,bullish,hard_invalid_impulse,full_impulse_12345,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,impulse_diagnostics,index_aus200_h4_intermediate_impulse_001,index_aus200_h4,2025-12-04 00:00:00,2025-12-23 12:00:00
49,hard_invalid_forex_audjpy_h4_minor_impulse_001,hard_invalid,hard_invalid_correct,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\049_hard_invalid_forex_audjpy_h4_minor_impulse_001.png,Forex Majors,AUDJPY.r,H4,minor,bullish,hard_invalid_impulse,full_impulse_12345,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,impulse_diagnostics,forex_audjpy_h4_minor_impulse_001,forex_audjpy_h4,2025-12-09 04:00:00,2025-12-18 08:00:00
50,hard_invalid_metals_xagusd_h4_minor_impulse_002,hard_invalid,hard_invalid_correct,,,,,,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\050_hard_invalid_metals_xagusd_h4_minor_impulse_002.png,Metals,XAGUSD.r,H4,minor,bearish,hard_invalid_impulse,full_impulse_12345,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,impulse_diagnostics,metals_xagusd_h4_minor_impulse_002,metals_xagusd_h4,2025-12-17 20:00:00,2025-12-24 16:00:00
