candidate_id,review_category,source_table,source_id,example_id,group,symbol,timeframe,swing_degree,direction,diagnostic_status,pattern_type,start_pivot_id,end_pivot_id,start_time,end_time,failure_reasons,suggested_initial_label,review_options,chart_path,candidate_order,trend_context_label,context_score,context_reason,ltf_direction_match,htf_direction_match,ltf_direction_conflict,htf_direction_conflict,transition_matches_direction,price_band_matches_direction,momentum_matches_direction,context_at_start,context_at_end,htf_context_at_end,end_ltf_trend_state,end_ltf_ema_alignment,end_ltf_price_vs_ema_band,end_ltf_transition_state,end_ltf_ewo_5_35,end_ltf_ewo_5_35_slope,end_ltf_ewo_5_35_direction,htf_timeframe,htf_context_source_time,htf_trend_state,htf_ema_alignment,htf_price_vs_ema_band,htf_transition_state,htf_lookahead_safe,context_chart_path,manual_visual_status,visual_quality_score,degree_policy,wave5_diagnostic,partial123_diagnostic,final_phase23_decision,reviewed_chart_path,d1_context_usefulness,ema_context_usefulness,ewo_context_usefulness,context_changes_phase23_reading,user_review_priority,suggested_action,context_notes,phase,context_source_dir,phase23_closure_dir,source_context_chart_path,reviewed_context_chart_path,context_review_status,ema_usefulness,ewo_usefulness,htf_usefulness,quality_filter_candidate,phase25_rule_candidate,context_notes_integrated,context_rule_safety_note,must_user_review,visual_review_status,htf_ltf_context_usefulness,likely_problem_if_any,visual_notes,ewo_rule_assessment,aux_notes,auxiliary_policy
abc_forex_audjpy_h4_abc_013,abc,candidate_counts,forex_audjpy_h4_abc_013,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,major,bullish,candidate_abc,abc,13.0,16.0,2026-02-16 00:00:00,2026-02-25 20:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\034_abc_forex_audjpy_h4_abc_013.png,34,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,1.39028571428571,0.4662428571428449,positive,D1,2026-02-24,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\034_abc_forex_audjpy_h4_abc_013.png,not_usable_for_methodology,2,major_context,not_applicable,not_applicable,exclude_from_phase25_rules,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\034_abc_forex_audjpy_h4_abc_013.png,useful,useful,useful_for_momentum_only,misleading_if_used_as_filter,high,keep_as_ambiguous_example,"Long bullish channel has supportive context, but ABC spans too much overlapping structure.",h4_d1_main,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\034_abc_forex_audjpy_h4_abc_013.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\034_abc_forex_audjpy_h4_abc_013.png,context_should_not_rescue_count,misleading,misleading,misleading_if_hard_filter,no_misleading,do_not_use_as_rule,"ABC legacy demasiado cargado; contexto acompana tendencia, no ABC.","ABC legacy/integrated view remains experimental; use the ABC fix line, not this gallery, for ABC methodology.",no,,,,,,,
near_miss_metals_xagusd_h4_intermediate_impulse_003,near_miss,impulse_diagnostics,metals_xagusd_h4_intermediate_impulse_003,metals_xagusd_h4,Metals,XAGUSD.r,H4,intermediate,bullish,soft_impulse_near_miss,full_impulse_12345,3.0,8.0,2025-12-19 04:00:00,2026-01-07 00:00:00,wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png,38,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,4.659285714285701,2.0740857142856868,positive,D1,2026-01-06,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png,ambiguous,2,intermediate_primary_candidate,truncated_fifth_candidate,not_applicable,exclude_from_phase25_rules,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png,useful,useful,useful_for_wave_role,improves_confidence,high,inspect_manually_before_phase_2_5,Very aligned context; review whether near-miss is only a fine structural rule issue.,h4_d1_main,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png,context_should_not_rescue_count,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,no_context_only,do_not_use_as_rule,"Muy tentador por tendencia, pero sigue near-miss. No rescatar.",Context can explain the move but must not rescue a downgraded/excluded/invalid count.,no,,,,,,,
near_miss_index_aus200_h4_intermediate_impulse_009,near_miss,impulse_diagnostics,index_aus200_h4_intermediate_impulse_009,index_aus200_h4,Index,AUS200,H4,intermediate,bullish,soft_impulse_near_miss,full_impulse_12345,9.0,14.0,2026-01-07 16:00:00,2026-02-04 12:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\039_near_miss_index_aus200_h4_intermediate_impulse_009.png,39,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,3.5557142857142026,50.81142857142913,positive,D1,2026-02-03,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\039_near_miss_index_aus200_h4_intermediate_impulse_009.png,ambiguous,2,degree_not_discriminative,truncated_fifth_candidate,not_applicable,exclude_from_phase25_rules,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\039_near_miss_index_aus200_h4_intermediate_impulse_009.png,partially_useful,partially_useful,useful_for_momentum_only,flags_transition,medium,keep_as_ambiguous_example,Context supports impulse during candidate but later fall makes it a late transition example.,h4_d1_main,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\039_near_miss_index_aus200_h4_intermediate_impulse_009.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\039_near_miss_index_aus200_h4_intermediate_impulse_009.png,context_should_not_rescue_count,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,no_context_only,do_not_use_as_rule,"Contexto acompana, pero Fase 2.3.4 lo excluyo. Mantener como ambiguo/near-miss.",Context can explain the move but must not rescue a downgraded/excluded/invalid count.,no,,,,,,,
near_miss_metals_xagusd_h4_minor_impulse_005,near_miss,impulse_diagnostics,metals_xagusd_h4_minor_impulse_005,metals_xagusd_h4,Metals,XAGUSD.r,H4,minor,bullish,soft_impulse_near_miss,full_impulse_12345,5.0,10.0,2025-12-22 20:00:00,2025-12-30 20:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\041_near_miss_metals_xagusd_h4_minor_impulse_005.png,41,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,2.633928571428584,1.649557142857148,positive,D1,2025-12-29,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\041_near_miss_metals_xagusd_h4_minor_impulse_005.png,too_micro,2,degree_too_micro,truncated_fifth_candidate,not_applicable,exclude_from_phase25_rules,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\041_near_miss_metals_xagusd_h4_minor_impulse_005.png,useful,useful,useful_for_wave_role,improves_confidence,high,inspect_manually_before_phase_2_5,Strong context support; review if deep retracement can stay as near-miss.,h4_d1_main,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\041_near_miss_metals_xagusd_h4_minor_impulse_005.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\041_near_miss_metals_xagusd_h4_minor_impulse_005.png,context_should_not_rescue_count,useful_trend_context,partially_useful,useful_regime_filter,no_context_only,do_not_use_as_rule,Microestructura dentro de tendencia fuerte; no regla.,Context can explain the move but must not rescue a downgraded/excluded/invalid count.,no,,,,,,,
near_miss_index_aus200_h4_minor_impulse_005,near_miss,impulse_diagnostics,index_aus200_h4_minor_impulse_005,index_aus200_h4,Index,AUS200,H4,minor,bullish,soft_impulse_near_miss,full_impulse_12345,5.0,10.0,2025-12-18 00:00:00,2026-01-06 00:00:00,wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\042_near_miss_index_aus200_h4_minor_impulse_005.png,42,impulse_with_htf,50,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,False,False,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,inside_band,no_transition,-2.7042857142841967,7.857142857144936,negative,D1,2026-01-05,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\042_near_miss_index_aus200_h4_minor_impulse_005.png,visually_forced,2,minor_substructure_only,truncated_fifth_candidate,not_applicable,exclude_from_phase25_rules,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\042_near_miss_index_aus200_h4_minor_impulse_005.png,partially_useful,partially_useful,unclear,no_change,medium,inspect_manually_before_phase_2_5,Context helps but inside-band/EWO make the minor reading less decisive.,h4_d1_main,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\042_near_miss_index_aus200_h4_minor_impulse_005.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\042_near_miss_index_aus200_h4_minor_impulse_005.png,context_should_not_rescue_count,partially_useful,noisy,partially_useful,no_too_noisy,do_not_use_as_rule,Forzado/micro; el contexto no corrige la forma.,Context can explain the move but must not rescue a downgraded/excluded/invalid count.,no,,,,,,,
near_miss_index_aus200_h4_major_impulse_009,near_miss,impulse_diagnostics,index_aus200_h4_major_impulse_009,index_aus200_h4,Index,AUS200,H4,major,bullish,soft_impulse_near_miss,full_impulse_12345,9.0,14.0,2026-01-07 16:00:00,2026-02-10 00:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\045_near_miss_index_aus200_h4_major_impulse_009.png,45,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,30.68428571428376,30.3899999999976,positive,D1,2026-02-09,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\045_near_miss_index_aus200_h4_major_impulse_009.png,ambiguous,2,degree_not_discriminative,truncated_fifth_candidate,not_applicable,exclude_from_phase25_rules,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\045_near_miss_index_aus200_h4_major_impulse_009.png,useful,useful,useful_for_momentum_only,flags_transition,high,inspect_manually_before_phase_2_5,Context supports impulse until point 5 but flags late-cycle risk.,h4_d1_main,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\045_near_miss_index_aus200_h4_major_impulse_009.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\045_near_miss_index_aus200_h4_major_impulse_009.png,context_should_not_rescue_count,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,no_context_only,do_not_use_as_rule,"Parece ordenado, pero estaba excluido por discriminacion de grado. No rescatar.",Context can explain the move but must not rescue a downgraded/excluded/invalid count.,no,,,,,,,
hard_invalid_forex_audjpy_h4_intermediate_impulse_001,hard_invalid,impulse_diagnostics,forex_audjpy_h4_intermediate_impulse_001,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,intermediate,bullish,hard_invalid_impulse,full_impulse_12345,1.0,6.0,2025-12-09 04:00:00,2025-12-29 04:00:00,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\046_hard_invalid_forex_audjpy_h4_intermediate_impulse_001.png,46,impulse_with_htf,65,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.7406000000000006,-0.0297571428571359,positive,D1,2025-12-26,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\046_hard_invalid_forex_audjpy_h4_intermediate_impulse_001.png,hard_invalid_correct,5,intermediate_primary_candidate,clean_or_acceptable,not_applicable,keep_as_negative_example,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\046_hard_invalid_forex_audjpy_h4_intermediate_impulse_001.png,partially_useful,useful,unclear,misleading_if_used_as_filter,medium,use_as_negative_example,"Context favors later direction, but initial structure remains invalid.",h4_d1_main,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\046_hard_invalid_forex_audjpy_h4_intermediate_impulse_001.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\046_hard_invalid_forex_audjpy_h4_intermediate_impulse_001.png,context_should_not_rescue_count,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,no_context_only,do_not_use_as_rule,"Hard invalid correcto; contexto alcista lo hace tentador, pero no invalida la invalidacion.",Context can explain the move but must not rescue a downgraded/excluded/invalid count.,no,,,,,,,
hard_invalid_metals_xagusd_h4_intermediate_impulse_001,hard_invalid,impulse_diagnostics,metals_xagusd_h4_intermediate_impulse_001,metals_xagusd_h4,Metals,XAGUSD.r,H4,intermediate,bullish,hard_invalid_impulse,full_impulse_12345,1.0,6.0,2025-12-09 00:00:00,2025-12-29 00:00:00,wave 3 is shorter than both wave 1 and wave 5,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\047_hard_invalid_metals_xagusd_h4_intermediate_impulse_001.png,47,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,6.320371428571434,1.5703428571428617,positive,D1,2025-12-26,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\047_hard_invalid_metals_xagusd_h4_intermediate_impulse_001.png,hard_invalid_correct,4,intermediate_primary_candidate,clean_or_acceptable,not_applicable,keep_as_negative_example,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\047_hard_invalid_metals_xagusd_h4_intermediate_impulse_001.png,useful,useful,useful_for_wave_role,misleading_if_used_as_filter,high,inspect_manually_before_phase_2_5,"Very favorable context; if hard invalid remains, reason must be structural.",h4_d1_main,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\047_hard_invalid_metals_xagusd_h4_intermediate_impulse_001.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\047_hard_invalid_metals_xagusd_h4_intermediate_impulse_001.png,context_should_not_rescue_count,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,no_context_only,do_not_use_as_rule,"Buen ejemplo negativo: momentum/trend apoyan, pero regla dura manda.",Context can explain the move but must not rescue a downgraded/excluded/invalid count.,no,,,,,,,
hard_invalid_index_aus200_h4_intermediate_impulse_001,hard_invalid,impulse_diagnostics,index_aus200_h4_intermediate_impulse_001,index_aus200_h4,Index,AUS200,H4,intermediate,bullish,hard_invalid_impulse,full_impulse_12345,1.0,6.0,2025-12-04 00:00:00,2025-12-23 12:00:00,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\048_hard_invalid_index_aus200_h4_intermediate_impulse_001.png,48,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=mixed_or_unclear|band=above_band|transition=no_transition|ewo=negative,bullish_alignment,bullish_alignment,above_band,no_transition,121.56428571428478,52.24571428571289,positive,D1,2025-12-22,mixed_or_unclear,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\048_hard_invalid_index_aus200_h4_intermediate_impulse_001.png,hard_invalid_correct,5,intermediate_primary_candidate,clean_or_acceptable,not_applicable,keep_as_negative_example,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\048_hard_invalid_index_aus200_h4_intermediate_impulse_001.png,useful,useful,useful_for_momentum_only,misleading_if_used_as_filter,high,inspect_manually_before_phase_2_5,"D1 and EMAs support, but overlap/transition mean hard invalid should not be rescued.",h4_d1_main,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\048_hard_invalid_index_aus200_h4_intermediate_impulse_001.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\048_hard_invalid_index_aus200_h4_intermediate_impulse_001.png,context_should_not_rescue_count,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,no_context_only,do_not_use_as_rule,Correcto como negativo metodologico.,Context can explain the move but must not rescue a downgraded/excluded/invalid count.,no,,,,,,,
hard_invalid_forex_audjpy_h4_minor_impulse_001,hard_invalid,impulse_diagnostics,forex_audjpy_h4_minor_impulse_001,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,minor,bullish,hard_invalid_impulse,full_impulse_12345,1.0,6.0,2025-12-09 04:00:00,2025-12-18 08:00:00,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\049_hard_invalid_forex_audjpy_h4_minor_impulse_001.png,49,impulse_with_htf,45,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,False,False,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,mixed_or_unclear,bullish_alignment,below_band,no_transition,-0.3895142857142986,0.1288428571428426,negative,D1,2025-12-17,bullish_alignment,bullish_alignment,above_band,no_transition,True,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\049_hard_invalid_forex_audjpy_h4_minor_impulse_001.png,hard_invalid_correct,5,minor_substructure_only,clean_or_acceptable,not_applicable,keep_as_negative_example,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\049_hard_invalid_forex_audjpy_h4_minor_impulse_001.png,partially_useful,partially_useful,unclear,misleading_if_used_as_filter,low,use_as_negative_example,Candidate appears before real expansion; context explains but does not change invalidation.,h4_d1_main,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\049_hard_invalid_forex_audjpy_h4_minor_impulse_001.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\049_hard_invalid_forex_audjpy_h4_minor_impulse_001.png,context_should_not_rescue_count,partially_useful,noisy,partially_useful,no_too_noisy,do_not_use_as_rule,Minor y hard invalid; contexto no aporta calidad suficiente.,Context can explain the move but must not rescue a downgraded/excluded/invalid count.,no,,,,,,,
hard_invalid_index_aus200_h4_minor_impulse_001,hard_invalid,impulse_diagnostics,index_aus200_h4_minor_impulse_001,index_aus200_h4,Index,AUS200,H4,minor,bullish,hard_invalid_impulse,full_impulse_12345,1.0,6.0,2025-12-04 00:00:00,2025-12-18 16:00:00,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\051_hard_invalid_index_aus200_h4_minor_impulse_001.png,51,impulse_with_htf,60,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=negative,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,bullish_alignment,bullish_alignment,above_band,no_transition,-31.42514285714424,14.425714285713184,negative,D1,2025-12-17,mixed_or_unclear,bullish_alignment,below_band,no_transition,True,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\051_hard_invalid_index_aus200_h4_minor_impulse_001.png,hard_invalid_correct,5,minor_substructure_only,clean_or_acceptable,not_applicable,keep_as_negative_example,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\051_hard_invalid_index_aus200_h4_minor_impulse_001.png,partially_useful,partially_useful,unclear,misleading_if_used_as_filter,medium,use_as_negative_example,"Context explains bullish bias, but minor swing remains noisy and overlapped.",h4_d1_main,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23,artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\051_hard_invalid_index_aus200_h4_minor_impulse_001.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\051_hard_invalid_index_aus200_h4_minor_impulse_001.png,context_should_not_rescue_count,partially_useful,noisy,partially_useful,no_context_only,do_not_use_as_rule,Invalidacion correcta; no usar como filtro positivo.,Context can explain the move but must not rescue a downgraded/excluded/invalid count.,no,,,,,,,
