candidate_id,review_category,source_table,source_id,example_id,group,symbol,timeframe,swing_degree,direction,diagnostic_status,pattern_type,start_pivot_id,end_pivot_id,start_time,end_time,failure_reasons,suggested_initial_label,review_options,chart_path,candidate_order,trend_context_label,context_score,context_reason,ltf_direction_match,htf_direction_match,ltf_direction_conflict,htf_direction_conflict,transition_matches_direction,price_band_matches_direction,momentum_matches_direction,context_at_start,context_at_end,htf_context_at_end,end_ltf_trend_state,end_ltf_ema_alignment,end_ltf_price_vs_ema_band,end_ltf_transition_state,end_ltf_ewo_5_35,end_ltf_ewo_5_35_slope,end_ltf_ewo_5_35_direction,htf_timeframe,htf_context_source_time,htf_trend_state,htf_ema_alignment,htf_price_vs_ema_band,htf_transition_state,htf_lookahead_safe,context_chart_path,d1_context_usefulness,ema_context_usefulness,ewo_context_usefulness,context_changes_phase23_reading,user_review_priority,suggested_action,context_notes,context_chart_path_absolute
impulse_index_aus200_h4_major_impulse_013,impulse,impulse_diagnostics,index_aus200_h4_major_impulse_013,index_aus200_h4,Index,AUS200,H4,major,bullish,strict_candidate_impulse,full_impulse_12345,13,18,2026-02-06 04:00:00,2026-02-27 08:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\011_impulse_index_aus200_h4_major_impulse_013.png,11,impulse_with_htf,65,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,84.66285714285732,-2.0942857142854336,positive,D1,2026-02-26,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\impulses\011_impulse_index_aus200_h4_major_impulse_013.png,partially_useful,partially_useful,useful_for_wave_role,flags_transition,high,inspect_manually_before_phase_2_5,Plausible count but wave 5 precedes major reversal; context marks completion risk.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\011_impulse_index_aus200_h4_major_impulse_013.png
impulse_forex_gbpusd_h4_major_impulse_012,impulse,impulse_diagnostics,forex_gbpusd_h4_major_impulse_012,forex_gbpusd_h4,Forex Majors,GBPUSD.r,H4,major,bearish,strict_candidate_impulse,full_impulse_12345,12,17,2026-02-09 20:00:00,2026-03-03 16:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\012_impulse_forex_gbpusd_h4_major_impulse_012.png,12,correction_against_htf,60,HTF conflicts with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,False,False,True,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=negative,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=negative,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,bearish_alignment,bearish_alignment,below_band,no_transition,-0.0122701428571427,-0.0040924285714285,negative,D1,2026-03-02,mixed_or_unclear,bullish_alignment,below_band,no_transition,True,charts\impulses\012_impulse_forex_gbpusd_h4_major_impulse_012.png,conflict_explains_case,useful,useful_for_wave_role,flags_transition,high,inspect_manually_before_phase_2_5,Bearish H4 structure has local support but D1 conflict prevents aligned-impulse reading.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\012_impulse_forex_gbpusd_h4_major_impulse_012.png
partial_123_forex_audjpy_h4_intermediate_partial123_002,partial_123,partial_impulses,forex_audjpy_h4_intermediate_partial123_002,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,intermediate,bearish,partial_123_candidate,partial_impulse_123,2,5,2025-12-10 08:00:00,2025-12-17 00:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\013_partial_123_forex_audjpy_h4_intermediate_partial123_002.png,13,correction_against_htf,35,HTF conflicts with candidate direction; EWO 5-35 confirms direction,False,False,True,True,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,mixed_or_unclear,bullish_alignment,below_band,no_transition,-0.8071285714285636,-0.089985714285703,negative,D1,2025-12-16,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\013_partial_123_forex_audjpy_h4_intermediate_partial123_002.png,conflict_explains_case,misleading,useful_for_momentum_only,downgrades_confidence,high,do_not_use_for_rules,Bearish partial occurs against bullish D1 and broader rising structure; EWO only captures pullback momentum.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\partials\013_partial_123_forex_audjpy_h4_intermediate_partial123_002.png
partial_123_metals_xagusd_h4_intermediate_partial123_001,partial_123,partial_impulses,metals_xagusd_h4_intermediate_partial123_001,metals_xagusd_h4,Metals,XAGUSD.r,H4,intermediate,bullish,partial_123_candidate,partial_impulse_123,1,4,2025-12-09 00:00:00,2025-12-22 04:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\014_partial_123_metals_xagusd_h4_intermediate_partial123_001.png,14,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,2.410171428571431,1.1669857142857154,positive,D1,2025-12-19,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\014_partial_123_metals_xagusd_h4_intermediate_partial123_001.png,useful,useful,useful_for_wave_role,confirms,low,keep_as_good_example,"Aligned bullish 1-2-3 early in a strong trend, supported by EMAs and EWO.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\partials\014_partial_123_metals_xagusd_h4_intermediate_partial123_001.png
partial_123_index_aus200_h4_intermediate_partial123_006,partial_123,partial_impulses,index_aus200_h4_intermediate_partial123_006,index_aus200_h4,Index,AUS200,H4,intermediate,bearish,partial_123_candidate,partial_impulse_123,6,9,2025-12-23 12:00:00,2026-01-07 16:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\015_partial_123_index_aus200_h4_intermediate_partial123_006.png,15,conflict_with_htf,0,HTF conflicts with candidate direction,False,False,True,True,False,False,False,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,inside_band,no_transition,-12.8799999999992,2.022857142856082,negative,D1,2026-01-06,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\015_partial_123_index_aus200_h4_intermediate_partial123_006.png,conflict_suspicious,misleading,misleading,downgrades_confidence,high,do_not_use_for_rules,Bearish partial sits inside bullish D1 and rising EMA context; context confirms it should not be rescued.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\partials\015_partial_123_index_aus200_h4_intermediate_partial123_006.png
partial_123_forex_audjpy_h4_intermediate_partial123_005,partial_123,partial_impulses,forex_audjpy_h4_intermediate_partial123_005,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,intermediate,bullish,partial_123_candidate,partial_impulse_123,5,8,2025-12-17 00:00:00,2026-01-07 04:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\016_partial_123_forex_audjpy_h4_intermediate_partial123_005.png,16,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.572100000000006,0.2291142857143029,positive,D1,2026-01-06,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\016_partial_123_forex_audjpy_h4_intermediate_partial123_005.png,useful,useful,useful_for_wave_role,confirms,low,keep_as_good_example,Bullish partial aligns with D1 and EWO supports developing impulse.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\partials\016_partial_123_forex_audjpy_h4_intermediate_partial123_005.png
partial_123_forex_audjpy_h4_minor_partial123_002,partial_123,partial_impulses,forex_audjpy_h4_minor_partial123_002,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,minor,bearish,partial_123_candidate,partial_impulse_123,2,5,2025-12-10 08:00:00,2025-12-17 00:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\017_partial_123_forex_audjpy_h4_minor_partial123_002.png,17,correction_against_htf,35,HTF conflicts with candidate direction; EWO 5-35 confirms direction,False,False,True,True,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,mixed_or_unclear,bullish_alignment,below_band,no_transition,-0.8071285714285636,-0.089985714285703,negative,D1,2025-12-16,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\017_partial_123_forex_audjpy_h4_minor_partial123_002.png,conflict_explains_case,misleading,useful_for_momentum_only,reframes_as_correction,high,do_not_use_for_rules,Minor bearish partial is better read as pullback inside bullish D1.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\partials\017_partial_123_forex_audjpy_h4_minor_partial123_002.png
partial_123_metals_xagusd_h4_minor_partial123_001,partial_123,partial_impulses,metals_xagusd_h4_minor_partial123_001,metals_xagusd_h4,Metals,XAGUSD.r,H4,minor,bullish,partial_123_candidate,partial_impulse_123,1,4,2025-12-09 00:00:00,2025-12-22 04:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\018_partial_123_metals_xagusd_h4_minor_partial123_001.png,18,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,2.410171428571431,1.1669857142857154,positive,D1,2025-12-19,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\018_partial_123_metals_xagusd_h4_minor_partial123_001.png,useful,useful,useful_for_wave_role,confirms,low,keep_as_good_example,"Minor bullish partial is consistent with D1 alignment, rising EMAs and positive EWO.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\partials\018_partial_123_metals_xagusd_h4_minor_partial123_001.png
partial_123_index_aus200_h4_minor_partial123_005,partial_123,partial_impulses,index_aus200_h4_minor_partial123_005,index_aus200_h4,Index,AUS200,H4,minor,bullish,partial_123_candidate,partial_impulse_123,5,8,2025-12-18 00:00:00,2025-12-23 12:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\019_partial_123_index_aus200_h4_minor_partial123_005.png,19,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=mixed_or_unclear|band=above_band|transition=no_transition|ewo=negative,bullish_alignment,bullish_alignment,above_band,no_transition,121.56428571428478,52.24571428571289,positive,D1,2025-12-22,mixed_or_unclear,bullish_alignment,above_band,no_transition,True,charts\partials\019_partial_123_index_aus200_h4_minor_partial123_005.png,useful,useful,useful_for_wave_role,confirms,low,keep_as_good_example,D1 and EMAs support bullish 0-1-2-3; EWO peak fits wave 3.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\partials\019_partial_123_index_aus200_h4_minor_partial123_005.png
partial_123_forex_audjpy_h4_minor_partial123_005,partial_123,partial_impulses,forex_audjpy_h4_minor_partial123_005,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,minor,bullish,partial_123_candidate,partial_impulse_123,5,8,2025-12-17 00:00:00,2025-12-22 08:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\020_partial_123_forex_audjpy_h4_minor_partial123_005.png,20,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,1.0302571428571383,0.4383142857142843,positive,D1,2025-12-19,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\020_partial_123_forex_audjpy_h4_minor_partial123_005.png,useful,useful,useful_for_wave_role,confirms,low,keep_as_good_example,"Clean bullish launch; D1, EMAs and EWO confirm the phase 2.3 reading.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\partials\020_partial_123_forex_audjpy_h4_minor_partial123_005.png
partial_123_forex_audjpy_h4_major_partial123_003,partial_123,partial_impulses,forex_audjpy_h4_major_partial123_003,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,major,bullish,partial_123_candidate,partial_impulse_123,3,6,2025-12-17 00:00:00,2026-01-14 04:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\021_partial_123_forex_audjpy_h4_major_partial123_003.png,21,impulse_with_htf,65,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.7616285714285738,-0.1095428571428414,positive,D1,2026-01-13,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\021_partial_123_forex_audjpy_h4_major_partial123_003.png,useful,useful,useful_for_momentum_only,confirms,low,keep_as_good_example,Major bullish 0-1-2-3 reads naturally; EWO supports momentum but is less decisive than D1/EMAs.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\partials\021_partial_123_forex_audjpy_h4_major_partial123_003.png
partial_123_metals_xagusd_h4_major_partial123_003,partial_123,partial_impulses,metals_xagusd_h4_major_partial123_003,metals_xagusd_h4,Metals,XAGUSD.r,H4,major,bullish,partial_123_candidate,partial_impulse_123,3,6,2025-12-31 20:00:00,2026-01-20 12:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\022_partial_123_metals_xagusd_h4_major_partial123_003.png,22,impulse_with_htf,60,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=bullish_alignment|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,3.997799999999998,-0.2166857142857168,positive,D1,2026-01-19,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\022_partial_123_metals_xagusd_h4_major_partial123_003.png,useful,useful,useful_for_momentum_only,downgrades_confidence,medium,inspect_manually_before_phase_2_5,"Bullish 1-2-3 is visible, but wave 3 ends in a blowoff before hard reversal.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\partials\022_partial_123_metals_xagusd_h4_major_partial123_003.png
partial_123_index_aus200_h4_major_partial123_006,partial_123,partial_impulses,index_aus200_h4_major_partial123_006,index_aus200_h4,Index,AUS200,H4,major,bearish,partial_123_candidate,partial_impulse_123,6,9,2025-12-23 12:00:00,2026-01-07 16:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\023_partial_123_index_aus200_h4_major_partial123_006.png,23,conflict_with_htf,0,HTF conflicts with candidate direction,False,False,True,True,False,False,False,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,inside_band,no_transition,-12.8799999999992,2.022857142856082,negative,D1,2026-01-06,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\023_partial_123_index_aus200_h4_major_partial123_006.png,conflict_suspicious,partially_useful,useful_for_momentum_only,downgrades_confidence,high,do_not_use_for_rules,D1/EMAs remain bullish while bearish 0-1-2-3 is flat and forced.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\partials\023_partial_123_index_aus200_h4_major_partial123_006.png
partial_123_forex_audjpy_h4_major_partial123_005,partial_123,partial_impulses,forex_audjpy_h4_major_partial123_005,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,major,bullish,partial_123_candidate,partial_impulse_123,5,8,2026-01-02 00:00:00,2026-01-23 08:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\024_partial_123_forex_audjpy_h4_major_partial123_005.png,24,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,1.6729857142857014,0.0867142857142653,positive,D1,2026-01-22,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\024_partial_123_forex_audjpy_h4_major_partial123_005.png,useful,useful,useful_for_wave_role,confirms,low,keep_as_good_example,Strong bullish partial with wave 2 near EMA support and wave 3 into clear impulse.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\partials\024_partial_123_forex_audjpy_h4_major_partial123_005.png
abc_forex_audjpy_h4_abc_002,abc,candidate_counts,forex_audjpy_h4_abc_002,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,intermediate,bearish,candidate_abc,abc,2,5,2025-12-10 08:00:00,2025-12-17 00:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\025_abc_forex_audjpy_h4_abc_002.png,25,correction_against_htf,35,HTF conflicts with candidate direction; EWO 5-35 confirms direction,False,False,True,True,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,mixed_or_unclear,bullish_alignment,below_band,no_transition,-0.8071285714285636,-0.089985714285703,negative,D1,2025-12-16,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\abc\025_abc_forex_audjpy_h4_abc_002.png,conflict_explains_case,partially_useful,useful_for_momentum_only,reframes_as_correction,high,use_as_negative_example,Counter-D1 bearish ABC is overlapped and crowded; context does not rescue structure.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\025_abc_forex_audjpy_h4_abc_002.png
abc_metals_xagusd_h4_abc_003,abc,candidate_counts,metals_xagusd_h4_abc_003,metals_xagusd_h4,Metals,XAGUSD.r,H4,intermediate,bullish,candidate_abc,abc,3,6,2025-12-19 04:00:00,2025-12-29 00:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\026_abc_metals_xagusd_h4_abc_003.png,26,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,6.320371428571434,1.5703428571428617,positive,D1,2025-12-26,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\abc\026_abc_metals_xagusd_h4_abc_003.png,useful,useful,useful_for_momentum_only,misleading_if_used_as_filter,high,keep_as_ambiguous_example,"Bullish context is real, but ABC overlays are dense and forced.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\026_abc_metals_xagusd_h4_abc_003.png
abc_index_aus200_h4_abc_006,abc,candidate_counts,index_aus200_h4_abc_006,index_aus200_h4,Index,AUS200,H4,intermediate,bearish,candidate_abc,abc,6,9,2025-12-23 12:00:00,2026-01-07 16:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\027_abc_index_aus200_h4_abc_006.png,27,conflict_with_htf,0,HTF conflicts with candidate direction,False,False,True,True,False,False,False,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,inside_band,no_transition,-12.8799999999992,2.022857142856082,negative,D1,2026-01-06,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\abc\027_abc_index_aus200_h4_abc_006.png,conflict_suspicious,partially_useful,useful_for_momentum_only,downgrades_confidence,high,use_as_negative_example,Bearish ABC conflicts with bullish D1/EMAs and weak sideways correction.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\027_abc_index_aus200_h4_abc_006.png
abc_forex_audjpy_h4_abc_005,abc,candidate_counts,forex_audjpy_h4_abc_005,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,intermediate,bullish,candidate_abc,abc,5,8,2025-12-17 00:00:00,2026-01-07 04:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\028_abc_forex_audjpy_h4_abc_005.png,28,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.572100000000006,0.2291142857143029,positive,D1,2026-01-06,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\abc\028_abc_forex_audjpy_h4_abc_005.png,useful,useful,useful_for_momentum_only,misleading_if_used_as_filter,high,keep_as_ambiguous_example,"Bullish regime supports direction, but multiple ABC paths share pivots.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\028_abc_forex_audjpy_h4_abc_005.png
abc_index_aus200_h4_abc_005,abc,candidate_counts,index_aus200_h4_abc_005,index_aus200_h4,Index,AUS200,H4,minor,bullish,candidate_abc,abc,5,8,2025-12-18 00:00:00,2025-12-23 12:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\029_abc_index_aus200_h4_abc_005.png,29,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=mixed_or_unclear|band=above_band|transition=no_transition|ewo=negative,bullish_alignment,bullish_alignment,above_band,no_transition,121.56428571428478,52.24571428571289,positive,D1,2025-12-22,mixed_or_unclear,bullish_alignment,above_band,no_transition,True,charts\abc\029_abc_index_aus200_h4_abc_005.png,partially_useful,useful,useful_for_momentum_only,downgrades_confidence,medium,inspect_manually_before_phase_2_5,Looks closer to minor impulse/partial than clean ABC; context does not rescue it.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\029_abc_index_aus200_h4_abc_005.png
