source_phase,source_candidate_id,candidate_id,structure_type,review_category,group,symbol,timeframe,swing_degree,direction,timeframe_policy,degree_policy,phase25_allowed_use,final_phase23_decision,manual_visual_status,visual_quality_score,wave5_diagnostic,wave5_endpoint_status,proposed_endpoint_classification,future_more_extreme_found,post_wave5_extension_vs_wave5,partial123_diagnostic,partial123_status,live_state,wave3_too_weak,post_3_invalidates,post_3_confirms,context_review_status,trend_context_label,context_score,ema_usefulness,ewo_usefulness,htf_usefulness,phase25_rule_candidate,end_ltf_price_vs_ema_band,end_ltf_transition_state,end_ltf_ewo_5_35,end_ltf_ewo_5_35_slope,end_ltf_ewo_5_35_direction,htf_timeframe,htf_trend_state,htf_lookahead_safe,abc_contextual_policy,abc_parent_required,abc_parent_status,abc_role_hypothesis,abc_should_enter_phase25_context,context_must_not_rescue_bad_count,reviewed_chart_path,reviewed_context_chart_path,reviewed_chart_path_abc,guided_quality_score,guided_quality_bucket,score_reasons,score_penalties,ewo_wave_role_label,ewo_role_support,ewo_role_reasons,ewo_role_penalty,ema_context_label,ema_context_score_delta,htf_ltf_alignment_label,htf_context_score_delta,ready_for_phase251_search,phase251_reason,suggested_next_search_mode,chart_path
2.4.2_context_quality,impulse_forex_gbpusd_h4_major_impulse_012,impulse_forex_gbpusd_h4_major_impulse_012,impulse,impulse,Forex Majors,GBPUSD.r,H4,major,bearish,primary_h4_d1,degree_too_micro,soft_context,keep_as_ambiguous_example,plausible_but_needs_review,3,clean_or_acceptable,premature_wave5_completion,premature_wave5_completion,True,0.1463642013673081,not_applicable,,,,,,context_conflicts_but_explains,correction_against_htf,60.0,useful_trend_context,useful_for_wave_role,useful_correction_context,ewo_wave3_momentum_support,below_band,no_transition,-0.0122701428571427,-0.0040924285714285,negative,D1,mixed_or_unclear,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\012_impulse_forex_gbpusd_h4_major_impulse_012.png,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\012_impulse_forex_gbpusd_h4_major_impulse_012.png,,91,high_quality_context,H4/D1 primary base; major as context/higher degree; 2.3.4 ambiguous but useful; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: conflict_explained; useful_correction_context; EWO supports wave role; wave5 clean/acceptable,too micro for primary count,ewo_wave3_momentum_support,supports_wave_role,Existing 2.4.2 audit marked EWO as wave-3 momentum support.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-0.00409243,0,ema_supports_context,4,conflict_explained,6,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\012_impulse_forex_gbpusd_h4_major_impulse_012.png
2.4.2_context_quality,near_miss_forex_audjpy_h1_intermediate_impulse_011,near_miss_forex_audjpy_h1_intermediate_impulse_011,ambiguous,near_miss,Forex Majors,AUDJPY.r,H1,intermediate,bullish,auxiliary_h1_h4,,experimental,,,4,,truncated_fifth_candidate,truncated_fifth_candidate,False,,,,,,,,context_confirms_good_count,impulse_with_htf,85.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,0.4107999999999805,0.0674428571428222,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\037_near_miss_forex_audjpy_h1_intermediate_impulse_011.png,,90,experimental_only,H1/H4 auxiliary; intermediate primary degree; visual quality 4; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context confirms good count,wave5 provisional: truncated_fifth_candidate,ewo_contextual_proxy,supports_wave_role,EWO available only as end-of-candidate context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=0.0674429,0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\037_near_miss_forex_audjpy_h1_intermediate_impulse_011.png
2.4.2_context_quality,impulse_metals_xagusd_h1_major_impulse_009,impulse_metals_xagusd_h1_major_impulse_009,impulse,impulse,Metals,XAGUSD.r,H1,major,bearish,auxiliary_h1_h4,,manual_review_only,,,4,,clean_or_unresolved_wave5_endpoint,candidate_impulse_provisional,False,,,,,,,,context_explains_ambiguity,impulse_with_htf,85.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,below_band,no_transition,-2.5704142857142784,-0.4056142857142788,negative,H4,bearish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\009_impulse_metals_xagusd_h1_major_impulse_009.png,,89,high_quality_context,H1/H4 auxiliary; major as context/higher degree; visual quality 4; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context explains ambiguity,,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-0.405614",0,ema_supports_context,4,impulse_with_htf,6,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\009_impulse_metals_xagusd_h1_major_impulse_009.png
2.4.2_context_quality,partial_123_forex_audjpy_h1_minor_partial123_013,partial_123_forex_audjpy_h1_minor_partial123_013,partial_123,partial_123,Forex Majors,AUDJPY.r,H1,minor,bullish,auxiliary_h1_h4,,experimental,,,5,,,,,,,valid_partial_123,partial_123_provisional,False,False,True,context_confirms_good_count,impulse_with_htf,85.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,0.5778714285714273,0.1090428571428532,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\020_partial_123_forex_audjpy_h1_minor_partial123_013.png,,88,experimental_only,H1/H4 auxiliary; visual quality 5; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; partial 1-2-3 visually valid; context confirms good count,minor substructure only; partial 1-2-3 remains provisional,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=0.109043,0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\020_partial_123_forex_audjpy_h1_minor_partial123_013.png
2.4.2_context_quality,partial_123_forex_audjpy_h1_intermediate_partial123_011,partial_123_forex_audjpy_h1_intermediate_partial123_011,partial_123,partial_123,Forex Majors,AUDJPY.r,H1,intermediate,bullish,auxiliary_h1_h4,,experimental,,,5,,,,,,,belongs_to_prior_wave_45,ambiguous_partial,False,False,False,context_confirms_good_count,impulse_with_htf,65.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,0.7761857142856883,-0.0133857142857323,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\016_partial_123_forex_audjpy_h1_intermediate_partial123_011.png,,88,experimental_only,H1/H4 auxiliary; intermediate primary degree; visual quality 5; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context confirms good count,partial 1-2-3 remains provisional; belongs_to_prior_wave_45,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0133857,0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\016_partial_123_forex_audjpy_h1_intermediate_partial123_011.png
2.4.2_context_quality,impulse_forex_audjpy_h1_minor_impulse_015,impulse_forex_audjpy_h1_minor_impulse_015,impulse,impulse,Forex Majors,AUDJPY.r,H1,minor,bullish,auxiliary_h1_h4,,manual_review_only,,,5,,clean_or_unresolved_wave5_endpoint,candidate_impulse_provisional,False,,,,,,,,context_confirms_good_count,impulse_with_htf,65.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,0.7761857142856883,-0.0133857142857323,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\004_impulse_forex_audjpy_h1_minor_impulse_015.png,,87,high_quality_context,H1/H4 auxiliary; visual quality 5; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context confirms good count,minor substructure only,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0133857",0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\004_impulse_forex_audjpy_h1_minor_impulse_015.png
2.4.2_context_quality,impulse_index_aus200_h1_intermediate_impulse_004,impulse_index_aus200_h1_intermediate_impulse_004,impulse,impulse,Index,AUS200,H1,intermediate,bearish,auxiliary_h1_h4,,manual_review_only,,,4,,premature_wave5_completion,premature_wave5_completion,True,1.272922944468367,,,,,,,context_explains_ambiguity,correction_against_htf,60.0,useful_trend_context,useful_for_wave_role,useful_transition_context,htf_alignment_soft_filter,below_band,no_transition,-106.70428571428602,-49.2814285714303,negative,H4,mixed_or_unclear,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\007_impulse_index_aus200_h1_intermediate_impulse_004.png,,87,high_quality_context,H1/H4 auxiliary; intermediate primary degree; visual quality 4; impulse candidate; EMA context +4: useful_trend_context; HTF context +4: correction_against_htf; useful_transition_context; EWO supports wave role; context explains ambiguity,wave5 provisional: premature_wave5_completion,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-49.2814",0,ema_supports_context,4,correction_against_htf,4,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\007_impulse_index_aus200_h1_intermediate_impulse_004.png
2.4.4_contextual_corrections,abc_metals_xagusd_h1_intermediate_abc_003,abc_metals_xagusd_h1_intermediate_abc_003,abc_correction,abc,,XAGUSD.r,H1,intermediate,bearish,auxiliary_h1_h4,intermediate_primary_candidate,soft_context,keep_as_ambiguous_example,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,usable_contextual_correction,yes,direct_parent_candidate,possible_wave4_correction,yes,False,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png,,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png,86,high_quality_context,H1/H4 auxiliary; intermediate primary degree; 2.3.4 ambiguous but useful; visual quality 4; ABC has contextual parent/regime,ABC requires contextual parent,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,ema_unclear,0,unclear,0,manual_review,ABC is usable only as contextual correction.,search_h4_correction_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png
2.4.2_context_quality,impulse_index_aus200_h1_major_impulse_002,impulse_index_aus200_h1_major_impulse_002,impulse,impulse,Index,AUS200,H1,major,bearish,auxiliary_h1_h4,,manual_review_only,,,4,,premature_wave5_completion,premature_wave5_completion,True,1.272922944468367,,,,,,,context_confirms_good_count,correction_against_htf,60.0,useful_trend_context,useful_for_divergence_or_wave5_loss,useful_transition_context,htf_alignment_soft_filter,below_band,no_transition,-106.70428571428602,-49.2814285714303,negative,H4,mixed_or_unclear,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\010_impulse_index_aus200_h1_major_impulse_002.png,,84,high_quality_context,H1/H4 auxiliary; major as context/higher degree; visual quality 4; impulse candidate; EMA context +4: useful_trend_context; HTF context +4: correction_against_htf; useful_transition_context; EWO partially supports role; context confirms good count,wave5 provisional: premature_wave5_completion,ewo_impulse_momentum_context,partially_supports,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; end_ewo_direction=negative; end_ewo_slope=-49.2814",0,ema_supports_context,4,correction_against_htf,4,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\010_impulse_index_aus200_h1_major_impulse_002.png
2.4.2_context_quality,impulse_metals_xpdusd_h4_major_impulse_001,impulse_metals_xpdusd_h4_major_impulse_001,impulse,impulse,Metals,XPDUSD,H4,major,bullish,primary_h4_d1,degree_too_micro,soft_context,keep_as_ambiguous_example,plausible_but_needs_review,3,endpoint_uncertain,premature_wave5_completion,premature_wave5_completion,True,0.6597019867549669,not_applicable,,,,,,context_explains_ambiguity,impulse_with_htf,85.0,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,ewo_wave3_momentum_support,above_band,no_transition,79.59557142857147,58.90599999999995,positive,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\010_impulse_metals_xpdusd_h4_major_impulse_001.png,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\best_context_examples\010_impulse_metals_xpdusd_h4_major_impulse_001.png,,84,high_quality_context,H4/D1 primary base; major as context/higher degree; 2.3.4 ambiguous but useful; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context explains ambiguity,too micro for primary count; wave5 provisional: endpoint_uncertain,ewo_wave3_momentum_support,supports_wave_role,Existing 2.4.2 audit marked EWO as wave-3 momentum support.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=58.906,0,ema_supports_context,4,impulse_with_htf,6,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\best_context_examples\010_impulse_metals_xpdusd_h4_major_impulse_001.png
2.4.2_context_quality,impulse_forex_audjpy_h1_minor_impulse_013,impulse_forex_audjpy_h1_minor_impulse_013,impulse,impulse,Forex Majors,AUDJPY.r,H1,minor,bullish,auxiliary_h1_h4,,manual_review_only,,,5,,premature_wave5_completion,premature_wave5_completion,True,0.1399914639351269,,,,,,,context_confirms_good_count,impulse_with_htf,85.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,1.0145285714285563,0.3726999999999947,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\001_impulse_forex_audjpy_h1_minor_impulse_013.png,,82,high_quality_context,H1/H4 auxiliary; visual quality 5; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context confirms good count,minor substructure only; wave5 provisional: premature_wave5_completion,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=0.3727",0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\001_impulse_forex_audjpy_h1_minor_impulse_013.png
2.4.2_context_quality,partial_123_index_aus200_h4_minor_partial123_005,partial_123_index_aus200_h4_minor_partial123_005,partial_123,partial_123,Index,AUS200,H4,minor,bullish,primary_h4_d1,minor_substructure_only,manual_review_only,keep_as_ambiguous_example,visually_defensible,4,not_applicable,,,,,partial_123_provisional,partial_123_provisional,partial_123_provisional,False,False,False,context_explains_ambiguity,impulse_with_htf,85.0,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,121.56428571428478,52.24571428571289,positive,D1,mixed_or_unclear,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\019_partial_123_index_aus200_h4_minor_partial123_005.png,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\019_partial_123_index_aus200_h4_minor_partial123_005.png,,82,high_quality_context,H4/D1 primary base; 2.3.4 ambiguous but useful; visual quality 4; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO partially supports role; partial 1-2-3 provisional; context explains ambiguity,minor substructure only; partial 1-2-3 remains provisional,ewo_partial123_momentum_context,partially_supports,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=52.2457,0,ema_supports_context,4,impulse_with_htf,6,no,No clear Phase 2.5.1 search use.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\019_partial_123_index_aus200_h4_minor_partial123_005.png
2.4.4_contextual_corrections,abc_metals_xagusd_h1_major_abc_006,abc_metals_xagusd_h1_major_abc_006,abc_correction,abc,,XAGUSD.r,H1,major,bullish,auxiliary_h1_h4,major_context,soft_context,keep_as_ambiguous_example,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,usable_contextual_correction,yes,distant_parent_candidate,possible_wave4_correction,yes,False,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_034_abc_metals_xagusd_h1_major_abc_006.png,,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_034_abc_metals_xagusd_h1_major_abc_006.png,81,high_quality_context,H1/H4 auxiliary; major as context/higher degree; 2.3.4 ambiguous but useful; visual quality 4; ABC has contextual parent/regime,ABC requires contextual parent,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,ema_unclear,0,unclear,0,manual_review,ABC is usable only as contextual correction.,search_h4_correction_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_034_abc_metals_xagusd_h1_major_abc_006.png
2.4.4_contextual_corrections,abc_index_aus200_h1_major_abc_002,abc_index_aus200_h1_major_abc_002,abc_correction,abc,,AUS200,H1,major,bearish,auxiliary_h1_h4,major_context,soft_context,keep_as_ambiguous_example,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,usable_contextual_correction,yes,direct_parent_candidate,possible_wave4_correction,yes,False,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_035_abc_index_aus200_h1_major_abc_002.png,,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_035_abc_index_aus200_h1_major_abc_002.png,81,high_quality_context,H1/H4 auxiliary; major as context/higher degree; 2.3.4 ambiguous but useful; visual quality 4; ABC has contextual parent/regime,ABC requires contextual parent,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,ema_unclear,0,unclear,0,manual_review,ABC is usable only as contextual correction.,search_h4_correction_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_035_abc_index_aus200_h1_major_abc_002.png
2.4.2_context_quality,partial_123_forex_audjpy_h4_minor_partial123_005,partial_123_forex_audjpy_h4_minor_partial123_005,partial_123,partial_123,Forex Majors,AUDJPY.r,H4,minor,bullish,primary_h4_d1,minor_substructure_only,manual_review_only,keep_as_ambiguous_example,plausible_but_needs_review,3,not_applicable,,,,,valid_partial_123,valid_partial_123,partial_123_provisional,False,False,True,context_explains_ambiguity,impulse_with_htf,85.0,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,1.0302571428571383,0.4383142857142843,positive,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\020_partial_123_forex_audjpy_h4_minor_partial123_005.png,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\020_partial_123_forex_audjpy_h4_minor_partial123_005.png,,81,high_quality_context,H4/D1 primary base; 2.3.4 ambiguous but useful; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO partially supports role; partial 1-2-3 visually valid; context explains ambiguity,minor substructure only; partial 1-2-3 remains provisional,ewo_partial123_momentum_context,partially_supports,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=0.438314,0,ema_supports_context,4,impulse_with_htf,6,no,No clear Phase 2.5.1 search use.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\020_partial_123_forex_audjpy_h4_minor_partial123_005.png
2.4.2_context_quality,partial_123_forex_audjpy_h1_major_partial123_007,partial_123_forex_audjpy_h1_major_partial123_007,partial_123,partial_123,Forex Majors,AUDJPY.r,H1,major,bullish,auxiliary_h1_h4,,experimental,,,4,,,,,,,belongs_to_prior_wave_45,ambiguous_partial,False,False,False,context_confirms_good_count,impulse_with_htf,65.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,0.7761857142856883,-0.0133857142857323,positive,H4,bullish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\021_partial_123_forex_audjpy_h1_major_partial123_007.png,,78,experimental_only,H1/H4 auxiliary; major as context/higher degree; visual quality 4; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context confirms good count,partial 1-2-3 remains provisional; belongs_to_prior_wave_45,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0133857,0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\021_partial_123_forex_audjpy_h1_major_partial123_007.png
2.4.2_context_quality,impulse_index_aus200_h1_major_impulse_010,impulse_index_aus200_h1_major_impulse_010,impulse,impulse,Index,AUS200,H1,major,bearish,auxiliary_h1_h4,,manual_review_only,,,3,,clean_or_unresolved_wave5_endpoint,candidate_impulse_provisional,False,,,,,,,,context_explains_ambiguity,impulse_with_htf,85.0,partially_useful,useful_for_momentum_phase,useful_regime_filter,htf_alignment_soft_filter,below_band,no_transition,-46.38428571428631,-28.33142857142775,negative,H4,bearish_alignment,True,,,,,,False,,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\011_impulse_index_aus200_h1_major_impulse_010.png,,78,high_quality_context,H1/H4 auxiliary; major as context/higher degree; impulse candidate; EMA context +2: partially_useful; HTF context +6: impulse_with_htf; useful_regime_filter; EWO partially supports role; context explains ambiguity,,ewo_impulse_momentum_context,partially_supports,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_momentum_phase; end_ewo_direction=negative; end_ewo_slope=-28.3314",0,ema_partial_or_neutral,2,impulse_with_htf,6,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\011_impulse_index_aus200_h1_major_impulse_010.png
