candidate_id,review_category,source_table,source_id,example_id,group,symbol,timeframe,swing_degree,direction,diagnostic_status,pattern_type,start_pivot_id,end_pivot_id,start_time,end_time,failure_reasons,suggested_initial_label,review_options,chart_path,candidate_order,trend_context_label,context_score,context_reason,ltf_direction_match,htf_direction_match,ltf_direction_conflict,htf_direction_conflict,transition_matches_direction,price_band_matches_direction,momentum_matches_direction,context_at_start,context_at_end,htf_context_at_end,end_ltf_trend_state,end_ltf_ema_alignment,end_ltf_price_vs_ema_band,end_ltf_transition_state,end_ltf_ewo_5_35,end_ltf_ewo_5_35_slope,end_ltf_ewo_5_35_direction,htf_timeframe,htf_context_source_time,htf_trend_state,htf_ema_alignment,htf_price_vs_ema_band,htf_transition_state,htf_lookahead_safe,context_chart_path
impulse_exp257_index_aus200_h4_major_impulse_023,impulse,impulse_diagnostics,exp257_index_aus200_h4_major_impulse_023,exp257_index_aus200_h4,Index,AUS200,H4,major,bearish,strict_candidate_impulse,full_impulse_12345,23,28,2025-10-21 04:00:00,2025-11-21 00:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\011_impulse_exp257_index_aus200_h4_major_impulse_023.png,11,correction_against_htf,60,HTF conflicts with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,False,False,True,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=negative,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,bearish_alignment,bearish_alignment,below_band,no_transition,-75.25799999999981,-13.550571428570038,negative,D1,2025-11-20,mixed_or_unclear,bullish_alignment,below_band,no_transition,True,charts\impulses\011_impulse_exp257_index_aus200_h4_major_impulse_023.png
impulse_exp257_forex_majors_audcadr_h4_major_impulse_036,impulse,impulse_diagnostics,exp257_forex_majors_audcadr_h4_major_impulse_036,exp257_forex_majors_audcadr_h4,Forex Majors,AUDCAD.r,H4,major,bullish,strict_candidate_impulse,full_impulse_12345,36,41,2026-01-15 00:00:00,2026-02-23 00:00:00,,visually_good_impulse,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\012_impulse_exp257_forex_majors_audcadr_h4_major_impulse_036.png,12,impulse_with_htf,80,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.002242857142856991,0.0020499999999997742,positive,D1,2026-02-20,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\impulses\012_impulse_exp257_forex_majors_audcadr_h4_major_impulse_036.png
partial_123_exp257_forex_majors_audcadr_h4_intermediate_partial123_004,partial_123,partial_impulses,exp257_forex_majors_audcadr_h4_intermediate_partial123_004,exp257_forex_majors_audcadr_h4,Forex Majors,AUDCAD.r,H4,intermediate,bullish,partial_123_candidate,partial_impulse_123,4,7,2025-07-17 08:00:00,2025-07-24 12:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,13,correction_against_htf,60,HTF conflicts with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,False,False,True,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=mixed_or_unclear|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.005155142857142914,0.002315428571428635,positive,D1,2025-07-23,mixed_or_unclear,bearish_alignment,above_band,no_transition,True,
partial_123_exp257_metals_xageurr_h4_intermediate_partial123_002,partial_123,partial_impulses,exp257_metals_xageurr_h4_intermediate_partial123_002,exp257_metals_xageurr_h4,Metals,XAGEUR.r,H4,intermediate,bullish,partial_123_candidate,partial_impulse_123,2,5,2025-07-09 16:00:00,2025-07-23 16:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,14,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.5062142857142788,0.03252857142857124,positive,D1,2025-07-22,bullish_alignment,bullish_alignment,above_band,no_transition,True,
partial_123_exp257_index_aus200_h4_intermediate_partial123_002,partial_123,partial_impulses,exp257_index_aus200_h4_intermediate_partial123_002,exp257_index_aus200_h4,Index,AUS200,H4,intermediate,bullish,partial_123_candidate,partial_impulse_123,2,5,2025-06-27 20:00:00,2025-07-03 16:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,15,impulse_with_htf,65,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,,,flat_or_unknown,D1,2025-07-02,bullish_alignment,bullish_alignment,above_band,no_transition,True,
partial_123_exp257_forex_majors_audcadr_h4_intermediate_partial123_006,partial_123,partial_impulses,exp257_forex_majors_audcadr_h4_intermediate_partial123_006,exp257_forex_majors_audcadr_h4,Forex Majors,AUDCAD.r,H4,intermediate,bullish,partial_123_candidate,partial_impulse_123,6,9,2025-07-23 00:00:00,2025-07-28 04:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,16,correction_against_htf,60,HTF conflicts with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,False,False,True,False,True,True,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=mixed_or_unclear|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.003585714285714414,0.0004007142857143098,positive,D1,2025-07-25,mixed_or_unclear,bearish_alignment,above_band,no_transition,True,
partial_123_exp257_forex_majors_audcadr_h4_minor_partial123_002,partial_123,partial_impulses,exp257_forex_majors_audcadr_h4_minor_partial123_002,exp257_forex_majors_audcadr_h4,Forex Majors,AUDCAD.r,H4,minor,bullish,partial_123_candidate,partial_impulse_123,2,5,2025-07-03 12:00:00,2025-07-11 04:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,17,correction_against_htf,70,HTF conflicts with candidate direction; LTF EMA alignment matches candidate; transition matches candidate direction; EWO 5-35 confirms direction,True,False,False,True,True,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=bullish_transition|ewo=positive,trend=mixed_or_unclear|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,bullish_transition,0.006142857142857117,0.0023645714285713826,positive,D1,2025-07-10,mixed_or_unclear,bearish_alignment,above_band,no_transition,True,
partial_123_exp257_metals_xageurr_h4_minor_partial123_002,partial_123,partial_impulses,exp257_metals_xageurr_h4_minor_partial123_002,exp257_metals_xageurr_h4,Metals,XAGEUR.r,H4,minor,bullish,partial_123_candidate,partial_impulse_123,2,5,2025-07-02 04:00:00,2025-07-14 08:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\018_partial_123_exp257_metals_xageurr_h4_minor_partial123_002.png,18,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,1.4130000000000038,0.5586428571428641,positive,D1,2025-07-11,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\018_partial_123_exp257_metals_xageurr_h4_minor_partial123_002.png
partial_123_exp257_index_aus200_h4_minor_partial123_002,partial_123,partial_impulses,exp257_index_aus200_h4_minor_partial123_002,exp257_index_aus200_h4,Index,AUS200,H4,minor,bullish,partial_123_candidate,partial_impulse_123,2,5,2025-06-27 20:00:00,2025-07-03 16:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\019_partial_123_exp257_index_aus200_h4_minor_partial123_002.png,19,impulse_with_htf,65,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,,,flat_or_unknown,D1,2025-07-02,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\019_partial_123_exp257_index_aus200_h4_minor_partial123_002.png
partial_123_exp257_forex_majors_audcadr_h4_minor_partial123_005,partial_123,partial_impulses,exp257_forex_majors_audcadr_h4_minor_partial123_005,exp257_forex_majors_audcadr_h4,Forex Majors,AUDCAD.r,H4,minor,bearish,partial_123_candidate,partial_impulse_123,5,8,2025-07-11 04:00:00,2025-07-17 08:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,20,conflict_with_htf,60,HTF aligned with candidate direction; EWO 5-35 confirms direction,False,True,True,False,False,True,True,trend=bullish_alignment|band=above_band|transition=bullish_transition|ewo=positive,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=mixed_or_unclear|band=inside_band|transition=no_transition|ewo=positive,mixed_or_unclear,bullish_alignment,below_band,no_transition,-0.004373142857142853,-0.0022131428571429135,negative,D1,2025-07-16,mixed_or_unclear,bearish_alignment,inside_band,no_transition,True,
partial_123_exp257_forex_majors_audcadr_h4_major_partial123_006,partial_123,partial_impulses,exp257_forex_majors_audcadr_h4_major_partial123_006,exp257_forex_majors_audcadr_h4,Forex Majors,AUDCAD.r,H4,major,bullish,partial_123_candidate,partial_impulse_123,6,9,2025-07-30 20:00:00,2025-08-14 04:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,21,correction_against_htf,60,HTF conflicts with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,False,False,True,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=mixed_or_unclear|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.004121142857142934,0.00022242857142862338,positive,D1,2025-08-13,mixed_or_unclear,bearish_alignment,above_band,no_transition,True,
partial_123_exp257_metals_xageurr_h4_major_partial123_002,partial_123,partial_impulses,exp257_metals_xageurr_h4_major_partial123_002,exp257_metals_xageurr_h4,Metals,XAGEUR.r,H4,major,bullish,partial_123_candidate,partial_impulse_123,2,5,2025-07-09 16:00:00,2025-07-23 16:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\022_partial_123_exp257_metals_xageurr_h4_major_partial123_002.png,22,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.5062142857142788,0.03252857142857124,positive,D1,2025-07-22,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\022_partial_123_exp257_metals_xageurr_h4_major_partial123_002.png
partial_123_exp257_index_aus200_h4_major_partial123_002,partial_123,partial_impulses,exp257_index_aus200_h4_major_partial123_002,exp257_index_aus200_h4,Index,AUS200,H4,major,bullish,partial_123_candidate,partial_impulse_123,2,5,2025-06-30 16:00:00,2025-07-18 08:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\partials\023_partial_123_exp257_index_aus200_h4_major_partial123_002.png,23,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,94.34542857142696,50.70999999999913,positive,D1,2025-07-17,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\partials\023_partial_123_exp257_index_aus200_h4_major_partial123_002.png
partial_123_exp257_forex_majors_audcadr_h4_major_partial123_008,partial_123,partial_impulses,exp257_forex_majors_audcadr_h4_major_partial123_008,exp257_forex_majors_audcadr_h4,Forex Majors,AUDCAD.r,H4,major,bullish,partial_123_candidate,partial_impulse_123,8,11,2025-08-04 20:00:00,2025-09-12 04:00:00,,visually_good_partial_123,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,,24,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.009156000000000053,0.0011728571428571977,positive,D1,2025-09-11,bullish_alignment,bullish_alignment,above_band,no_transition,True,
